series_key,metric_family,procedure_type,procedure_group,procedure,geo,dimension_type,dimension,metric_name,unit,year_count,years,missing_2020_2024,comparability_class,note
additional_statistics||||Bangladesh|ARE YOU CURRENTLY A MEMBER OF ISAPS?|No|ARE YOU CURRENTLY A MEMBER OF ISAPS? - No|percent,additional_statistics,,,,Bangladesh,ARE YOU CURRENTLY A MEMBER OF ISAPS?,No,ARE YOU CURRENTLY A MEMBER OF ISAPS? - No,percent,2,"2023,2024","2020,2021,2022",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
additional_statistics||||Bangladesh|ARE YOU CURRENTLY A MEMBER OF ISAPS?|Yes|ARE YOU CURRENTLY A MEMBER OF ISAPS? - Yes|percent,additional_statistics,,,,Bangladesh,ARE YOU CURRENTLY A MEMBER OF ISAPS?,Yes,ARE YOU CURRENTLY A MEMBER OF ISAPS? - Yes,percent,2,"2023,2024","2020,2021,2022",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
additional_statistics||||Bangladesh|HOW MANY YEARS HAVE YOU BEEN IN PRACTICE?|Average|HOW MANY YEARS HAVE YOU BEEN IN PRACTICE? - Average|value,additional_statistics,,,,Bangladesh,HOW MANY YEARS HAVE YOU BEEN IN PRACTICE?,Average,HOW MANY YEARS HAVE YOU BEEN IN PRACTICE? - Average,value,2,"2023,2024","2020,2021,2022",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
additional_statistics||||Bangladesh|HOW MANY YEARS HAVE YOU BEEN IN PRACTICE?|Median|HOW MANY YEARS HAVE YOU BEEN IN PRACTICE? - Median|value,additional_statistics,,,,Bangladesh,HOW MANY YEARS HAVE YOU BEEN IN PRACTICE?,Median,HOW MANY YEARS HAVE YOU BEEN IN PRACTICE? - Median,value,2,"2023,2024","2020,2021,2022",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
additional_statistics||||Bangladesh|WHAT IS YOUR GENDER?|Female|WHAT IS YOUR GENDER? - Female|percent,additional_statistics,,,,Bangladesh,WHAT IS YOUR GENDER?,Female,WHAT IS YOUR GENDER? - Female,percent,2,"2023,2024","2020,2021,2022",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
additional_statistics||||Bangladesh|WHAT IS YOUR GENDER?|Male|WHAT IS YOUR GENDER? - Male|percent,additional_statistics,,,,Bangladesh,WHAT IS YOUR GENDER?,Male,WHAT IS YOUR GENDER? - Male,percent,2,"2023,2024","2020,2021,2022",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
additional_statistics||||France|ARE YOU CURRENTLY A MEMBER OF ISAPS?|No|ARE YOU CURRENTLY A MEMBER OF ISAPS? - No|percent,additional_statistics,,,,France,ARE YOU CURRENTLY A MEMBER OF ISAPS?,No,ARE YOU CURRENTLY A MEMBER OF ISAPS? - No,percent,2,"2023,2024","2020,2021,2022",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
additional_statistics||||France|ARE YOU CURRENTLY A MEMBER OF ISAPS?|Yes|ARE YOU CURRENTLY A MEMBER OF ISAPS? - Yes|percent,additional_statistics,,,,France,ARE YOU CURRENTLY A MEMBER OF ISAPS?,Yes,ARE YOU CURRENTLY A MEMBER OF ISAPS? - Yes,percent,2,"2023,2024","2020,2021,2022",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
additional_statistics||||France|HOW MANY YEARS HAVE YOU BEEN IN PRACTICE?|Average|HOW MANY YEARS HAVE YOU BEEN IN PRACTICE? - Average|value,additional_statistics,,,,France,HOW MANY YEARS HAVE YOU BEEN IN PRACTICE?,Average,HOW MANY YEARS HAVE YOU BEEN IN PRACTICE? - Average,value,2,"2023,2024","2020,2021,2022",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
additional_statistics||||France|HOW MANY YEARS HAVE YOU BEEN IN PRACTICE?|Median|HOW MANY YEARS HAVE YOU BEEN IN PRACTICE? - Median|value,additional_statistics,,,,France,HOW MANY YEARS HAVE YOU BEEN IN PRACTICE?,Median,HOW MANY YEARS HAVE YOU BEEN IN PRACTICE? - Median,value,2,"2023,2024","2020,2021,2022",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
additional_statistics||||France|WHAT IS YOUR GENDER?|Female|WHAT IS YOUR GENDER? - Female|percent,additional_statistics,,,,France,WHAT IS YOUR GENDER?,Female,WHAT IS YOUR GENDER? - Female,percent,2,"2023,2024","2020,2021,2022",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
additional_statistics||||France|WHAT IS YOUR GENDER?|Male|WHAT IS YOUR GENDER? - Male|percent,additional_statistics,,,,France,WHAT IS YOUR GENDER?,Male,WHAT IS YOUR GENDER? - Male,percent,2,"2023,2024","2020,2021,2022",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
additional_statistics||||Iran|ARE YOU CURRENTLY A MEMBER OF ISAPS?|No|ARE YOU CURRENTLY A MEMBER OF ISAPS? - No|percent,additional_statistics,,,,Iran,ARE YOU CURRENTLY A MEMBER OF ISAPS?,No,ARE YOU CURRENTLY A MEMBER OF ISAPS? - No,percent,2,"2022,2023","2020,2021,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
additional_statistics||||Iran|ARE YOU CURRENTLY A MEMBER OF ISAPS?|Yes|ARE YOU CURRENTLY A MEMBER OF ISAPS? - Yes|percent,additional_statistics,,,,Iran,ARE YOU CURRENTLY A MEMBER OF ISAPS?,Yes,ARE YOU CURRENTLY A MEMBER OF ISAPS? - Yes,percent,2,"2022,2023","2020,2021,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
additional_statistics||||Iran|HOW MANY YEARS HAVE YOU BEEN IN PRACTICE?|Average|HOW MANY YEARS HAVE YOU BEEN IN PRACTICE? - Average|value,additional_statistics,,,,Iran,HOW MANY YEARS HAVE YOU BEEN IN PRACTICE?,Average,HOW MANY YEARS HAVE YOU BEEN IN PRACTICE? - Average,value,2,"2022,2023","2020,2021,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
additional_statistics||||Iran|HOW MANY YEARS HAVE YOU BEEN IN PRACTICE?|Median|HOW MANY YEARS HAVE YOU BEEN IN PRACTICE? - Median|value,additional_statistics,,,,Iran,HOW MANY YEARS HAVE YOU BEEN IN PRACTICE?,Median,HOW MANY YEARS HAVE YOU BEEN IN PRACTICE? - Median,value,2,"2022,2023","2020,2021,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
additional_statistics||||Iran|WHAT IS YOUR GENDER?|Female|WHAT IS YOUR GENDER? - Female|percent,additional_statistics,,,,Iran,WHAT IS YOUR GENDER?,Female,WHAT IS YOUR GENDER? - Female,percent,2,"2022,2023","2020,2021,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
additional_statistics||||Iran|WHAT IS YOUR GENDER?|Male|WHAT IS YOUR GENDER? - Male|percent,additional_statistics,,,,Iran,WHAT IS YOUR GENDER?,Male,WHAT IS YOUR GENDER? - Male,percent,2,"2022,2023","2020,2021,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Argentina|covid_impact_item|Closed practice permanently|COVID impact share|percent,covid_impact,,,,Argentina,covid_impact_item,Closed practice permanently,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Argentina|covid_impact_item|Closed practice temporarily|COVID impact share|percent,covid_impact,,,,Argentina,covid_impact_item,Closed practice temporarily,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Argentina|covid_impact_item|Implemented salary reductions|COVID impact share|percent,covid_impact,,,,Argentina,covid_impact_item,Implemented salary reductions,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Argentina|covid_impact_item|Increased staff because of added protocols and protections|COVID impact share|percent,covid_impact,,,,Argentina,covid_impact_item,Increased staff because of added protocols and protections,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Argentina|covid_impact_item|Laid off/furloughed staff|COVID impact share|percent,covid_impact,,,,Argentina,covid_impact_item,Laid off/furloughed staff,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Argentina|covid_impact_item|Modified office hours|COVID impact share|percent,covid_impact,,,,Argentina,covid_impact_item,Modified office hours,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Argentina|covid_impact_item|Moved to a new employment situation or practice|COVID impact share|percent,covid_impact,,,,Argentina,covid_impact_item,Moved to a new employment situation or practice,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Argentina|covid_impact_item|None|COVID impact share|percent,covid_impact,,,,Argentina,covid_impact_item,None,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Argentina|covid_impact_item|Other|COVID impact share|percent,covid_impact,,,,Argentina,covid_impact_item,Other,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Argentina|covid_impact_item|Patient demand decreased due to patients' lost wages and income concerns|COVID impact share|percent,covid_impact,,,,Argentina,covid_impact_item,Patient demand decreased due to patients' lost wages and income concerns,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Argentina|covid_impact_item|Patient demand decreased due to safety/ virus concerns|COVID impact share|percent,covid_impact,,,,Argentina,covid_impact_item,Patient demand decreased due to safety/ virus concerns,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Argentina|covid_impact_item|Patient demand increased due to patients' work flexibility|COVID impact share|percent,covid_impact,,,,Argentina,covid_impact_item,Patient demand increased due to patients' work flexibility,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Argentina|covid_impact_item|Reduced fees for procedures|COVID impact share|percent,covid_impact,,,,Argentina,covid_impact_item,Reduced fees for procedures,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Argentina|covid_impact_item|Reduced number of surgeons|COVID impact share|percent,covid_impact,,,,Argentina,covid_impact_item,Reduced number of surgeons,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Argentina|covid_impact_item|Staff shortages|COVID impact share|percent,covid_impact,,,,Argentina,covid_impact_item,Staff shortages,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Brazil|covid_impact_item|Closed practice permanently|COVID impact share|percent,covid_impact,,,,Brazil,covid_impact_item,Closed practice permanently,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Brazil|covid_impact_item|Closed practice temporarily|COVID impact share|percent,covid_impact,,,,Brazil,covid_impact_item,Closed practice temporarily,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Brazil|covid_impact_item|Implemented salary reductions|COVID impact share|percent,covid_impact,,,,Brazil,covid_impact_item,Implemented salary reductions,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Brazil|covid_impact_item|Increased staff because of added protocols and protections|COVID impact share|percent,covid_impact,,,,Brazil,covid_impact_item,Increased staff because of added protocols and protections,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Brazil|covid_impact_item|Laid off/furloughed staff|COVID impact share|percent,covid_impact,,,,Brazil,covid_impact_item,Laid off/furloughed staff,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Brazil|covid_impact_item|Modified office hours|COVID impact share|percent,covid_impact,,,,Brazil,covid_impact_item,Modified office hours,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Brazil|covid_impact_item|Moved to a new employment situation or practice|COVID impact share|percent,covid_impact,,,,Brazil,covid_impact_item,Moved to a new employment situation or practice,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Brazil|covid_impact_item|None|COVID impact share|percent,covid_impact,,,,Brazil,covid_impact_item,None,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Brazil|covid_impact_item|Other|COVID impact share|percent,covid_impact,,,,Brazil,covid_impact_item,Other,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Brazil|covid_impact_item|Patient demand decreased due to patients' lost wages and income concerns|COVID impact share|percent,covid_impact,,,,Brazil,covid_impact_item,Patient demand decreased due to patients' lost wages and income concerns,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Brazil|covid_impact_item|Patient demand decreased due to safety/ virus concerns|COVID impact share|percent,covid_impact,,,,Brazil,covid_impact_item,Patient demand decreased due to safety/ virus concerns,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Brazil|covid_impact_item|Patient demand increased due to patients' work flexibility|COVID impact share|percent,covid_impact,,,,Brazil,covid_impact_item,Patient demand increased due to patients' work flexibility,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Brazil|covid_impact_item|Reduced fees for procedures|COVID impact share|percent,covid_impact,,,,Brazil,covid_impact_item,Reduced fees for procedures,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Brazil|covid_impact_item|Reduced number of surgeons|COVID impact share|percent,covid_impact,,,,Brazil,covid_impact_item,Reduced number of surgeons,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Brazil|covid_impact_item|Staff shortages|COVID impact share|percent,covid_impact,,,,Brazil,covid_impact_item,Staff shortages,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Colombia|covid_impact_item|Closed practice permanently|COVID impact share|percent,covid_impact,,,,Colombia,covid_impact_item,Closed practice permanently,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Colombia|covid_impact_item|Closed practice temporarily|COVID impact share|percent,covid_impact,,,,Colombia,covid_impact_item,Closed practice temporarily,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Colombia|covid_impact_item|Implemented salary reductions|COVID impact share|percent,covid_impact,,,,Colombia,covid_impact_item,Implemented salary reductions,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Colombia|covid_impact_item|Increased staff because of added protocols and protections|COVID impact share|percent,covid_impact,,,,Colombia,covid_impact_item,Increased staff because of added protocols and protections,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Colombia|covid_impact_item|Laid off/furloughed staff|COVID impact share|percent,covid_impact,,,,Colombia,covid_impact_item,Laid off/furloughed staff,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Colombia|covid_impact_item|Modified office hours|COVID impact share|percent,covid_impact,,,,Colombia,covid_impact_item,Modified office hours,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Colombia|covid_impact_item|Moved to a new employment situation or practice|COVID impact share|percent,covid_impact,,,,Colombia,covid_impact_item,Moved to a new employment situation or practice,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Colombia|covid_impact_item|None|COVID impact share|percent,covid_impact,,,,Colombia,covid_impact_item,None,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Colombia|covid_impact_item|Other|COVID impact share|percent,covid_impact,,,,Colombia,covid_impact_item,Other,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Colombia|covid_impact_item|Patient demand decreased due to patients' lost wages and income concerns|COVID impact share|percent,covid_impact,,,,Colombia,covid_impact_item,Patient demand decreased due to patients' lost wages and income concerns,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Colombia|covid_impact_item|Patient demand decreased due to safety/ virus concerns|COVID impact share|percent,covid_impact,,,,Colombia,covid_impact_item,Patient demand decreased due to safety/ virus concerns,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Colombia|covid_impact_item|Patient demand increased due to patients' work flexibility|COVID impact share|percent,covid_impact,,,,Colombia,covid_impact_item,Patient demand increased due to patients' work flexibility,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Colombia|covid_impact_item|Reduced fees for procedures|COVID impact share|percent,covid_impact,,,,Colombia,covid_impact_item,Reduced fees for procedures,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Colombia|covid_impact_item|Reduced number of surgeons|COVID impact share|percent,covid_impact,,,,Colombia,covid_impact_item,Reduced number of surgeons,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Colombia|covid_impact_item|Staff shortages|COVID impact share|percent,covid_impact,,,,Colombia,covid_impact_item,Staff shortages,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Germany|covid_impact_item|Closed practice permanently|COVID impact share|percent,covid_impact,,,,Germany,covid_impact_item,Closed practice permanently,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Germany|covid_impact_item|Closed practice temporarily|COVID impact share|percent,covid_impact,,,,Germany,covid_impact_item,Closed practice temporarily,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Germany|covid_impact_item|Implemented salary reductions|COVID impact share|percent,covid_impact,,,,Germany,covid_impact_item,Implemented salary reductions,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Germany|covid_impact_item|Increased staff because of added protocols and protections|COVID impact share|percent,covid_impact,,,,Germany,covid_impact_item,Increased staff because of added protocols and protections,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Germany|covid_impact_item|Laid off/furloughed staff|COVID impact share|percent,covid_impact,,,,Germany,covid_impact_item,Laid off/furloughed staff,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Germany|covid_impact_item|Modified office hours|COVID impact share|percent,covid_impact,,,,Germany,covid_impact_item,Modified office hours,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Germany|covid_impact_item|Moved to a new employment situation or practice|COVID impact share|percent,covid_impact,,,,Germany,covid_impact_item,Moved to a new employment situation or practice,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Germany|covid_impact_item|None|COVID impact share|percent,covid_impact,,,,Germany,covid_impact_item,None,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Germany|covid_impact_item|Other|COVID impact share|percent,covid_impact,,,,Germany,covid_impact_item,Other,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Germany|covid_impact_item|Patient demand decreased due to patients' lost wages and income concerns|COVID impact share|percent,covid_impact,,,,Germany,covid_impact_item,Patient demand decreased due to patients' lost wages and income concerns,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Germany|covid_impact_item|Patient demand decreased due to safety/ virus concerns|COVID impact share|percent,covid_impact,,,,Germany,covid_impact_item,Patient demand decreased due to safety/ virus concerns,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Germany|covid_impact_item|Patient demand increased due to patients' work flexibility|COVID impact share|percent,covid_impact,,,,Germany,covid_impact_item,Patient demand increased due to patients' work flexibility,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Germany|covid_impact_item|Reduced fees for procedures|COVID impact share|percent,covid_impact,,,,Germany,covid_impact_item,Reduced fees for procedures,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Germany|covid_impact_item|Reduced number of surgeons|COVID impact share|percent,covid_impact,,,,Germany,covid_impact_item,Reduced number of surgeons,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Germany|covid_impact_item|Staff shortages|COVID impact share|percent,covid_impact,,,,Germany,covid_impact_item,Staff shortages,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Global|covid_impact_item|Closed practice permanently|COVID impact share|percent,covid_impact,,,,Global,covid_impact_item,Closed practice permanently,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Global|covid_impact_item|Closed practice temporarily|COVID impact share|percent,covid_impact,,,,Global,covid_impact_item,Closed practice temporarily,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Global|covid_impact_item|Implemented salary reductions|COVID impact share|percent,covid_impact,,,,Global,covid_impact_item,Implemented salary reductions,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Global|covid_impact_item|Increased staff because of added protocols and protections|COVID impact share|percent,covid_impact,,,,Global,covid_impact_item,Increased staff because of added protocols and protections,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Global|covid_impact_item|Laid off/furloughed staff|COVID impact share|percent,covid_impact,,,,Global,covid_impact_item,Laid off/furloughed staff,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Global|covid_impact_item|Modified office hours|COVID impact share|percent,covid_impact,,,,Global,covid_impact_item,Modified office hours,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Global|covid_impact_item|Moved to a new employment situation or practice|COVID impact share|percent,covid_impact,,,,Global,covid_impact_item,Moved to a new employment situation or practice,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Global|covid_impact_item|None|COVID impact share|percent,covid_impact,,,,Global,covid_impact_item,None,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Global|covid_impact_item|Other|COVID impact share|percent,covid_impact,,,,Global,covid_impact_item,Other,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Global|covid_impact_item|Patient demand decreased due to patients' lost wages and income concerns|COVID impact share|percent,covid_impact,,,,Global,covid_impact_item,Patient demand decreased due to patients' lost wages and income concerns,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Global|covid_impact_item|Patient demand decreased due to safety/ virus concerns|COVID impact share|percent,covid_impact,,,,Global,covid_impact_item,Patient demand decreased due to safety/ virus concerns,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Global|covid_impact_item|Patient demand increased due to patients' work flexibility|COVID impact share|percent,covid_impact,,,,Global,covid_impact_item,Patient demand increased due to patients' work flexibility,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Global|covid_impact_item|Reduced fees for procedures|COVID impact share|percent,covid_impact,,,,Global,covid_impact_item,Reduced fees for procedures,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Global|covid_impact_item|Reduced number of surgeons|COVID impact share|percent,covid_impact,,,,Global,covid_impact_item,Reduced number of surgeons,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Global|covid_impact_item|Staff shortages|COVID impact share|percent,covid_impact,,,,Global,covid_impact_item,Staff shortages,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
covid_impact||||Greece|covid_impact_item|Closed practice permanently|COVID impact share|percent,covid_impact,,,,Greece,covid_impact_item,Closed practice permanently,COVID impact share,percent,2,"2020,2021","2022,2023,2024",stage_2yr,"Only two report-year observations; useful for stage comparison, not a stable trend."
