series_key,metric_family,procedure_type,procedure_group,procedure,geo,dimension_type,dimension,metric_name,unit,year_count,years,missing_2020_2024,comparability_class,note
surgeon_adoption_rate|non_surgical|Injectables - Face|Polymethylmethacrylate|Germany|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Injectables - Face,Polymethylmethacrylate,Germany,,,procedure volume,percent,1,2023,"2020,2021,2022,2024",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Injectables - Face|Polymethylmethacrylate|Global|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Injectables - Face,Polymethylmethacrylate,Global,,,procedure volume,percent,1,2023,"2020,2021,2022,2024",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Injectables - Face|Polymethylmethacrylate|Greece|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Injectables - Face,Polymethylmethacrylate,Greece,,,procedure volume,percent,1,2023,"2020,2021,2022,2024",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Injectables - Face|Polymethylmethacrylate|India|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Injectables - Face,Polymethylmethacrylate,India,,,procedure volume,percent,1,2023,"2020,2021,2022,2024",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Injectables - Face|Polymethylmethacrylate|Iran|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Injectables - Face,Polymethylmethacrylate,Iran,,,procedure volume,percent,1,2023,"2020,2021,2022,2024",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Injectables - Face|Polymethylmethacrylate|Italy|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Injectables - Face,Polymethylmethacrylate,Italy,,,procedure volume,percent,1,2023,"2020,2021,2022,2024",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Injectables - Face|Polymethylmethacrylate|Malaysia|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Injectables - Face,Polymethylmethacrylate,Malaysia,,,procedure volume,percent,1,2023,"2020,2021,2022,2024",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Injectables - Face|Polymethylmethacrylate|Mexico|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Injectables - Face,Polymethylmethacrylate,Mexico,,,procedure volume,percent,1,2023,"2020,2021,2022,2024",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Injectables - Face|Polymethylmethacrylate|Peru|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Injectables - Face,Polymethylmethacrylate,Peru,,,procedure volume,percent,1,2023,"2020,2021,2022,2024",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Injectables - Face|Polymethylmethacrylate|Romania|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Injectables - Face,Polymethylmethacrylate,Romania,,,procedure volume,percent,1,2023,"2020,2021,2022,2024",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Injectables - Face|Polymethylmethacrylate|South Africa|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Injectables - Face,Polymethylmethacrylate,South Africa,,,procedure volume,percent,1,2023,"2020,2021,2022,2024",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Injectables - Face|Polymethylmethacrylate|Spain|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Injectables - Face,Polymethylmethacrylate,Spain,,,procedure volume,percent,1,2023,"2020,2021,2022,2024",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Injectables - Face|Polymethylmethacrylate|Syria|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Injectables - Face,Polymethylmethacrylate,Syria,,,procedure volume,percent,1,2023,"2020,2021,2022,2024",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Injectables - Face|Polymethylmethacrylate|Thailand|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Injectables - Face,Polymethylmethacrylate,Thailand,,,procedure volume,percent,1,2023,"2020,2021,2022,2024",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Injectables - Face|Polymethylmethacrylate|Turkiye|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Injectables - Face,Polymethylmethacrylate,Turkiye,,,procedure volume,percent,1,2023,"2020,2021,2022,2024",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Injectables - Face|Polymethylmethacrylate|UK|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Injectables - Face,Polymethylmethacrylate,UK,,,procedure volume,percent,1,2023,"2020,2021,2022,2024",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Injectables - Face|Polymethylmethacrylate|United States|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Injectables - Face,Polymethylmethacrylate,United States,,,procedure volume,percent,1,2023,"2020,2021,2022,2024",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Injectables - Face|Polymethylmethacrylate|Venezuela|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Injectables - Face,Polymethylmethacrylate,Venezuela,,,procedure volume,percent,1,2023,"2020,2021,2022,2024",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Injectables|Botulinum Toxin|Iran|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Injectables,Botulinum Toxin,Iran,,,procedure volume,percent,1,2022,"2020,2021,2023,2024",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Injectables|Botulinum Toxin|Russia|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Injectables,Botulinum Toxin,Russia,,,procedure volume,percent,1,2020,"2021,2022,2023,2024",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Injectables|Botulinum Toxin|UK|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Injectables,Botulinum Toxin,UK,,,procedure volume,percent,1,2022,"2020,2021,2023,2024",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Injectables|Calcium Hydroxylapatite|Iran|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Injectables,Calcium Hydroxylapatite,Iran,,,procedure volume,percent,1,2022,"2020,2021,2023,2024",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Injectables|Calcium Hydroxylapatite|Russia|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Injectables,Calcium Hydroxylapatite,Russia,,,procedure volume,percent,1,2020,"2021,2022,2023,2024",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Injectables|Calcium Hydroxylapatite|UK|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Injectables,Calcium Hydroxylapatite,UK,,,procedure volume,percent,1,2022,"2020,2021,2023,2024",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Injectables|Hyaluronic Acid|Iran|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Injectables,Hyaluronic Acid,Iran,,,procedure volume,percent,1,2022,"2020,2021,2023,2024",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Injectables|Hyaluronic Acid|Russia|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Injectables,Hyaluronic Acid,Russia,,,procedure volume,percent,1,2020,"2021,2022,2023,2024",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Injectables|Hyaluronic Acid|UK|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Injectables,Hyaluronic Acid,UK,,,procedure volume,percent,1,2022,"2020,2021,2023,2024",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Injectables|Poly-L-Lactic Acid|Iran|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Injectables,Poly-L-Lactic Acid,Iran,,,procedure volume,percent,1,2022,"2020,2021,2023,2024",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Injectables|Poly-L-Lactic Acid|Russia|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Injectables,Poly-L-Lactic Acid,Russia,,,procedure volume,percent,1,2020,"2021,2022,2023,2024",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Injectables|Poly-L-Lactic Acid|UK|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Injectables,Poly-L-Lactic Acid,UK,,,procedure volume,percent,1,2022,"2020,2021,2023,2024",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Cellulite Treatment|Australia|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Cellulite Treatment,Australia,,,procedure volume,percent,1,2024,"2020,2021,2022,2023",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Cellulite Treatment|Belgium|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Cellulite Treatment,Belgium,,,procedure volume,percent,1,2023,"2020,2021,2022,2024",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Cellulite Treatment|Chile|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Cellulite Treatment,Chile,,,procedure volume,percent,1,2024,"2020,2021,2022,2023",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Cellulite Treatment|Chinese Taipei|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Cellulite Treatment,Chinese Taipei,,,procedure volume,percent,1,2024,"2020,2021,2022,2023",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Cellulite Treatment|Czechia|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Cellulite Treatment,Czechia,,,procedure volume,percent,1,2024,"2020,2021,2022,2023",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Cellulite Treatment|Japan|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Cellulite Treatment,Japan,,,procedure volume,percent,1,2024,"2020,2021,2022,2023",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Cellulite Treatment|Morocco|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Cellulite Treatment,Morocco,,,procedure volume,percent,1,2024,"2020,2021,2022,2023",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Cellulite Treatment|Norway|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Cellulite Treatment,Norway,,,procedure volume,percent,1,2024,"2020,2021,2022,2023",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Cellulite Treatment|Panama|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Cellulite Treatment,Panama,,,procedure volume,percent,1,2024,"2020,2021,2022,2023",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Cellulite Treatment|Peru|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Cellulite Treatment,Peru,,,procedure volume,percent,1,2023,"2020,2021,2022,2024",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Cellulite Treatment|Philippines|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Cellulite Treatment,Philippines,,,procedure volume,percent,1,2024,"2020,2021,2022,2023",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Cellulite Treatment|Russia|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Cellulite Treatment,Russia,,,procedure volume,percent,1,2020,"2021,2022,2023,2024",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Cellulite Treatment|Saudi Arabia|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Cellulite Treatment,Saudi Arabia,,,procedure volume,percent,1,2024,"2020,2021,2022,2023",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Cellulite Treatment|Singapore|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Cellulite Treatment,Singapore,,,procedure volume,percent,1,2024,"2020,2021,2022,2023",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Cellulite Treatment|Syria|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Cellulite Treatment,Syria,,,procedure volume,percent,1,2023,"2020,2021,2022,2024",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Cellulite Treatment|Tunisia|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Cellulite Treatment,Tunisia,,,procedure volume,percent,1,2024,"2020,2021,2022,2023",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Cellulite Treatment|UAE|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Cellulite Treatment,UAE,,,procedure volume,percent,1,2024,"2020,2021,2022,2023",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Cellulite Treatment|Venezuela|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Cellulite Treatment,Venezuela,,,procedure volume,percent,1,2023,"2020,2021,2022,2024",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Cellulite Treatment|Vietnam|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Cellulite Treatment,Vietnam,,,procedure volume,percent,1,2024,"2020,2021,2022,2023",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Hair Removal|Australia|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Hair Removal,Australia,,,procedure volume,percent,1,2024,"2020,2021,2022,2023",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Hair Removal|Belgium|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Hair Removal,Belgium,,,procedure volume,percent,1,2023,"2020,2021,2022,2024",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Hair Removal|Chile|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Hair Removal,Chile,,,procedure volume,percent,1,2024,"2020,2021,2022,2023",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Hair Removal|Chinese Taipei|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Hair Removal,Chinese Taipei,,,procedure volume,percent,1,2024,"2020,2021,2022,2023",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Hair Removal|Czechia|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Hair Removal,Czechia,,,procedure volume,percent,1,2024,"2020,2021,2022,2023",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Hair Removal|Japan|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Hair Removal,Japan,,,procedure volume,percent,1,2024,"2020,2021,2022,2023",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Hair Removal|Morocco|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Hair Removal,Morocco,,,procedure volume,percent,1,2024,"2020,2021,2022,2023",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Hair Removal|Norway|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Hair Removal,Norway,,,procedure volume,percent,1,2024,"2020,2021,2022,2023",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Hair Removal|Panama|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Hair Removal,Panama,,,procedure volume,percent,1,2024,"2020,2021,2022,2023",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Hair Removal|Peru|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Hair Removal,Peru,,,procedure volume,percent,1,2023,"2020,2021,2022,2024",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Hair Removal|Philippines|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Hair Removal,Philippines,,,procedure volume,percent,1,2024,"2020,2021,2022,2023",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Hair Removal|Russia|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Hair Removal,Russia,,,procedure volume,percent,1,2020,"2021,2022,2023,2024",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Hair Removal|Saudi Arabia|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Hair Removal,Saudi Arabia,,,procedure volume,percent,1,2024,"2020,2021,2022,2023",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Hair Removal|Singapore|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Hair Removal,Singapore,,,procedure volume,percent,1,2024,"2020,2021,2022,2023",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Hair Removal|Syria|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Hair Removal,Syria,,,procedure volume,percent,1,2023,"2020,2021,2022,2024",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Hair Removal|Tunisia|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Hair Removal,Tunisia,,,procedure volume,percent,1,2024,"2020,2021,2022,2023",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Hair Removal|UAE|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Hair Removal,UAE,,,procedure volume,percent,1,2024,"2020,2021,2022,2023",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Hair Removal|Venezuela|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Hair Removal,Venezuela,,,procedure volume,percent,1,2023,"2020,2021,2022,2024",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Hair Removal|Vietnam|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Hair Removal,Vietnam,,,procedure volume,percent,1,2024,"2020,2021,2022,2023",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Non-Surgical Fat Reduction|Australia|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Non-Surgical Fat Reduction,Australia,,,procedure volume,percent,1,2024,"2020,2021,2022,2023",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Non-Surgical Fat Reduction|Belgium|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Non-Surgical Fat Reduction,Belgium,,,procedure volume,percent,1,2023,"2020,2021,2022,2024",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Non-Surgical Fat Reduction|Chile|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Non-Surgical Fat Reduction,Chile,,,procedure volume,percent,1,2024,"2020,2021,2022,2023",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Non-Surgical Fat Reduction|Chinese Taipei|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Non-Surgical Fat Reduction,Chinese Taipei,,,procedure volume,percent,1,2024,"2020,2021,2022,2023",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Non-Surgical Fat Reduction|Czechia|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Non-Surgical Fat Reduction,Czechia,,,procedure volume,percent,1,2024,"2020,2021,2022,2023",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Non-Surgical Fat Reduction|Japan|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Non-Surgical Fat Reduction,Japan,,,procedure volume,percent,1,2024,"2020,2021,2022,2023",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Non-Surgical Fat Reduction|Morocco|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Non-Surgical Fat Reduction,Morocco,,,procedure volume,percent,1,2024,"2020,2021,2022,2023",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Non-Surgical Fat Reduction|Norway|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Non-Surgical Fat Reduction,Norway,,,procedure volume,percent,1,2024,"2020,2021,2022,2023",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Non-Surgical Fat Reduction|Panama|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Non-Surgical Fat Reduction,Panama,,,procedure volume,percent,1,2024,"2020,2021,2022,2023",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Non-Surgical Fat Reduction|Peru|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Non-Surgical Fat Reduction,Peru,,,procedure volume,percent,1,2023,"2020,2021,2022,2024",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Non-Surgical Fat Reduction|Philippines|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Non-Surgical Fat Reduction,Philippines,,,procedure volume,percent,1,2024,"2020,2021,2022,2023",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Non-Surgical Fat Reduction|Saudi Arabia|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Non-Surgical Fat Reduction,Saudi Arabia,,,procedure volume,percent,1,2024,"2020,2021,2022,2023",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Non-Surgical Fat Reduction|Singapore|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Non-Surgical Fat Reduction,Singapore,,,procedure volume,percent,1,2024,"2020,2021,2022,2023",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Non-Surgical Fat Reduction|Syria|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Non-Surgical Fat Reduction,Syria,,,procedure volume,percent,1,2023,"2020,2021,2022,2024",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Non-Surgical Fat Reduction|Tunisia|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Non-Surgical Fat Reduction,Tunisia,,,procedure volume,percent,1,2024,"2020,2021,2022,2023",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Non-Surgical Fat Reduction|UAE|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Non-Surgical Fat Reduction,UAE,,,procedure volume,percent,1,2024,"2020,2021,2022,2023",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Non-Surgical Fat Reduction|Venezuela|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Non-Surgical Fat Reduction,Venezuela,,,procedure volume,percent,1,2023,"2020,2021,2022,2024",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Non-Surgical Fat Reduction|Vietnam|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Non-Surgical Fat Reduction,Vietnam,,,procedure volume,percent,1,2024,"2020,2021,2022,2023",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Non-Surgical Vaginal Rejuvenation|Argentina|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Non-Surgical Vaginal Rejuvenation,Argentina,,,procedure volume,percent,1,2024,"2020,2021,2022,2023",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Non-Surgical Vaginal Rejuvenation|Australia|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Non-Surgical Vaginal Rejuvenation,Australia,,,procedure volume,percent,1,2024,"2020,2021,2022,2023",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Non-Surgical Vaginal Rejuvenation|Bangladesh|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Non-Surgical Vaginal Rejuvenation,Bangladesh,,,procedure volume,percent,1,2024,"2020,2021,2022,2023",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Non-Surgical Vaginal Rejuvenation|Brazil|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Non-Surgical Vaginal Rejuvenation,Brazil,,,procedure volume,percent,1,2024,"2020,2021,2022,2023",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Non-Surgical Vaginal Rejuvenation|Chile|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Non-Surgical Vaginal Rejuvenation,Chile,,,procedure volume,percent,1,2024,"2020,2021,2022,2023",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Non-Surgical Vaginal Rejuvenation|Chinese Taipei|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Non-Surgical Vaginal Rejuvenation,Chinese Taipei,,,procedure volume,percent,1,2024,"2020,2021,2022,2023",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
surgeon_adoption_rate|non_surgical|Other|Non-Surgical Vaginal Rejuvenation|Colombia|||procedure volume|percent,surgeon_adoption_rate,non_surgical,Other,Non-Surgical Vaginal Rejuvenation,Colombia,,,procedure volume,percent,1,2024,"2020,2021,2022,2023",stage_single_year,"Single report-year observation; usually a new, retired, or one-off metric."
