source_file,data_type,category_l1,category_l2,category_l3,geo,value,unit,year,source_org,report_title,url,note,confidence
data\commercial_sources\geo_market_sources\uk_baaps_annual_audit\2025__pdf__2025-results-of-baaps-audit__ead5de1c.pdf,procedure_volume,Surgical procedures,Breast Implant Removal,,United Kingdom,850,procedures,2025,BAAPS,2025 BAAPS Annual Audit Results,https://baaps.org.uk/_userfiles/pages/files/2025_audit_results_for_2026_release_final.pdf,BAAPS annual audit current-year surgical procedure count from table. Source-labeled UK association lane.,official_association_report_table_qa_surgical_only
data\commercial_sources\geo_market_sources\uk_baaps_annual_audit\2025__pdf__2025-results-of-baaps-audit__ead5de1c.pdf,procedure_volume,Surgical procedures,Breast Reduction,,United Kingdom,4673,procedures,2025,BAAPS,2025 BAAPS Annual Audit Results,https://baaps.org.uk/_userfiles/pages/files/2025_audit_results_for_2026_release_final.pdf,BAAPS annual audit current-year surgical procedure count from table. Source-labeled UK association lane.,official_association_report_table_qa_surgical_only
data\commercial_sources\geo_market_sources\uk_baaps_annual_audit\2025__pdf__2025-results-of-baaps-audit__ead5de1c.pdf,procedure_volume,Surgical procedures,Brow Lift,,United Kingdom,612,procedures,2025,BAAPS,2025 BAAPS Annual Audit Results,https://baaps.org.uk/_userfiles/pages/files/2025_audit_results_for_2026_release_final.pdf,BAAPS annual audit current-year surgical procedure count from table. Source-labeled UK association lane.,official_association_report_table_qa_surgical_only
data\commercial_sources\geo_market_sources\uk_baaps_annual_audit\2025__pdf__2025-results-of-baaps-audit__ead5de1c.pdf,procedure_volume,Surgical procedures,Face/Neck Lift,,United Kingdom,2097,procedures,2025,BAAPS,2025 BAAPS Annual Audit Results,https://baaps.org.uk/_userfiles/pages/files/2025_audit_results_for_2026_release_final.pdf,BAAPS annual audit current-year surgical procedure count from table. Source-labeled UK association lane.,official_association_report_table_qa_surgical_only
data\commercial_sources\geo_market_sources\uk_baaps_annual_audit\2025__pdf__2025-results-of-baaps-audit__ead5de1c.pdf,procedure_volume,Surgical procedures,Fat Transfer,,United Kingdom,1338,procedures,2025,BAAPS,2025 BAAPS Annual Audit Results,https://baaps.org.uk/_userfiles/pages/files/2025_audit_results_for_2026_release_final.pdf,BAAPS annual audit current-year surgical procedure count from table. Source-labeled UK association lane.,official_association_report_table_qa_surgical_only
data\commercial_sources\geo_market_sources\uk_baaps_annual_audit\2025__pdf__2025-results-of-baaps-audit__ead5de1c.pdf,procedure_volume,Surgical procedures,Labiaplasty,,United Kingdom,675,procedures,2025,BAAPS,2025 BAAPS Annual Audit Results,https://baaps.org.uk/_userfiles/pages/files/2025_audit_results_for_2026_release_final.pdf,BAAPS annual audit current-year surgical procedure count from table. Source-labeled UK association lane.,official_association_report_table_qa_surgical_only
data\commercial_sources\geo_market_sources\uk_baaps_annual_audit\2025__pdf__2025-results-of-baaps-audit__ead5de1c.pdf,procedure_volume,Surgical procedures,Liposuction,,United Kingdom,2463,procedures,2025,BAAPS,2025 BAAPS Annual Audit Results,https://baaps.org.uk/_userfiles/pages/files/2025_audit_results_for_2026_release_final.pdf,BAAPS annual audit current-year surgical procedure count from table. Source-labeled UK association lane.,official_association_report_table_qa_surgical_only
data\commercial_sources\geo_market_sources\uk_baaps_annual_audit\2025__pdf__2025-results-of-baaps-audit__ead5de1c.pdf,procedure_volume,Surgical procedures,Lower Body Lift,,United Kingdom,147,procedures,2025,BAAPS,2025 BAAPS Annual Audit Results,https://baaps.org.uk/_userfiles/pages/files/2025_audit_results_for_2026_release_final.pdf,BAAPS annual audit current-year surgical procedure count from table. Source-labeled UK association lane.,official_association_report_table_qa_surgical_only
data\commercial_sources\geo_market_sources\uk_baaps_annual_audit\2025__pdf__2025-results-of-baaps-audit__ead5de1c.pdf,procedure_volume,Surgical procedures,Otoplasty,,United Kingdom,616,procedures,2025,BAAPS,2025 BAAPS Annual Audit Results,https://baaps.org.uk/_userfiles/pages/files/2025_audit_results_for_2026_release_final.pdf,BAAPS annual audit current-year surgical procedure count from table. Source-labeled UK association lane.,official_association_report_table_qa_surgical_only
data\commercial_sources\geo_market_sources\uk_baaps_annual_audit\2025__pdf__2025-results-of-baaps-audit__ead5de1c.pdf,procedure_volume,Surgical procedures,Rhinoplasty,,United Kingdom,1595,procedures,2025,BAAPS,2025 BAAPS Annual Audit Results,https://baaps.org.uk/_userfiles/pages/files/2025_audit_results_for_2026_release_final.pdf,BAAPS annual audit current-year surgical procedure count from table. Source-labeled UK association lane.,official_association_report_table_qa_surgical_only
data\commercial_sources\geo_market_sources\uk_baaps_annual_audit\2025__pdf__2025-results-of-baaps-audit__ead5de1c.pdf,procedure_volume,Surgical procedures,Superficial Gluteal Lipofilling,,United Kingdom,55,procedures,2025,BAAPS,2025 BAAPS Annual Audit Results,https://baaps.org.uk/_userfiles/pages/files/2025_audit_results_for_2026_release_final.pdf,BAAPS annual audit current-year surgical procedure count from table. Source-labeled UK association lane.,official_association_report_table_qa_surgical_only
data\commercial_sources\geo_market_sources\uk_baaps_annual_audit\2025__pdf__2025-results-of-baaps-audit__ead5de1c.pdf,procedure_volume,Surgical procedures,Thigh Lift,,United Kingdom,299,procedures,2025,BAAPS,2025 BAAPS Annual Audit Results,https://baaps.org.uk/_userfiles/pages/files/2025_audit_results_for_2026_release_final.pdf,BAAPS annual audit current-year surgical procedure count from table. Source-labeled UK association lane.,official_association_report_table_qa_surgical_only
data\commercial_sources\geo_market_sources\uk_baaps_annual_audit\2025__pdf__2025-results-of-baaps-audit__ead5de1c.pdf,procedure_volume,Surgical procedures,Total surgical procedures,,United Kingdom,26840,procedures,2025,BAAPS,2025 BAAPS Annual Audit Results,https://baaps.org.uk/_userfiles/pages/files/2025_audit_results_for_2026_release_final.pdf,BAAPS annual audit current-year total surgical procedures from table. Source-labeled UK association lane; do not merge silently with ISAPS totals.,official_association_report_table_qa_surgical_only
