source_id,source_org,source_page,source_page_title,link_text,url,canonical_url,year,artifact_type,topic,status,http_status,content_type,local_path,sha256,bytes,captured_at,note
aesthetic_society_statistics,The Aesthetic Society,https://www.theaestheticsociety.org/media/procedural-statistics,Aesthetic Society Procedural Statistics | The Aesthetic Society,2016 Aesthetic Plastic Surgery Statistics,https://cdn.theaestheticsociety.org/media/statistics/2016-TheAestheticSocietyStatistics.pdf,https://cdn.theaestheticsociety.org/media/statistics/2016-TheAestheticSocietyStatistics.pdf,2016,pdf,procedure_statistics,downloaded,,application/pdf,data\commercial_sources\phase1_official_stats\aesthetic_society_statistics\2016__procedure_statistics__2016-aesthetic-plastic-surgery-statistics.pdf,4c42651ed2523a2ed1242a7ce2ad536c70cb5740e3f2be97a0f6e8c3fd59c6e0,1192711,2026-06-20T02:57:50+08:00,
aesthetic_society_statistics,The Aesthetic Society,https://www.theaestheticsociety.org/media/procedural-statistics,Aesthetic Society Procedural Statistics | The Aesthetic Society,2017 Aesthetic Plastic Surgery Statistics,https://cdn.theaestheticsociety.org/media/statistics/2017-TheAestheticSocietyStatistics.pdf,https://cdn.theaestheticsociety.org/media/statistics/2017-TheAestheticSocietyStatistics.pdf,2017,pdf,procedure_statistics,downloaded,,application/pdf,data\commercial_sources\phase1_official_stats\aesthetic_society_statistics\2017__procedure_statistics__2017-aesthetic-plastic-surgery-statistics.pdf,f946a61828cb033a1b1decce588de0b5b7cea08f66a5068127b20591b42f0603,1372631,2026-06-20T02:57:48+08:00,
aesthetic_society_statistics,The Aesthetic Society,https://www.theaestheticsociety.org/media/procedural-statistics,Aesthetic Society Procedural Statistics | The Aesthetic Society,2018 Aesthetic Plastic Surgery Statistics,https://cdn.theaestheticsociety.org/media/statistics/2018-TheAestheticSocietyStatistics.pdf,https://cdn.theaestheticsociety.org/media/statistics/2018-TheAestheticSocietyStatistics.pdf,2018,pdf,procedure_statistics,downloaded,,application/pdf,data\commercial_sources\phase1_official_stats\aesthetic_society_statistics\2018__procedure_statistics__2018-aesthetic-plastic-surgery-statistics.pdf,89855e822897e91e825970b963fcda8e7f34feb4b946e223a1efbf1d61af776e,1167426,2026-06-20T02:57:47+08:00,
aesthetic_society_statistics,The Aesthetic Society,https://www.theaestheticsociety.org/media/procedural-statistics,Aesthetic Society Procedural Statistics | The Aesthetic Society,2019 Aesthetic Plastic Surgery Statistics,https://cdn.theaestheticsociety.org/media/statistics/2019-TheAestheticSocietyStatistics.pdf,https://cdn.theaestheticsociety.org/media/statistics/2019-TheAestheticSocietyStatistics.pdf,2019,pdf,procedure_statistics,downloaded,,application/pdf,data\commercial_sources\phase1_official_stats\aesthetic_society_statistics\2019__procedure_statistics__2019-aesthetic-plastic-surgery-statistics.pdf,65aa778fe3168e2ebb11cdfa9ef8016c06f3cfaa260ed091cea36be5e7ef7b59,1218921,2026-06-20T02:57:45+08:00,
aesthetic_society_statistics,The Aesthetic Society,https://www.theaestheticsociety.org/media/procedural-statistics,Aesthetic Society Procedural Statistics | The Aesthetic Society,2020-2021 Aesthetic Plastic Surgery Statistics,https://cdn.theaestheticsociety.org/media/statistics/2021-TheAestheticSocietyStatistics.pdf,https://cdn.theaestheticsociety.org/media/statistics/2021-TheAestheticSocietyStatistics.pdf,2020-2021,pdf,procedure_statistics,downloaded,,application/pdf,data\commercial_sources\phase1_official_stats\aesthetic_society_statistics\2020-2021__procedure_statistics__2020-2021-aesthetic-plastic-surgery-statistics.pdf,11dccfe133285b69e1923cc126174bdd4858f6937067b3cc027c21374fd5c160,4620153,2026-06-20T02:57:44+08:00,
aesthetic_society_statistics,The Aesthetic Society,https://www.theaestheticsociety.org/media/procedural-statistics,Aesthetic Society Procedural Statistics | The Aesthetic Society,2022 Aesthetic Plastic Surgery Statistics,https://cdn.theaestheticsociety.org/media/statistics/2022-TheAestheticSocietyStatistics.pdf,https://cdn.theaestheticsociety.org/media/statistics/2022-TheAestheticSocietyStatistics.pdf,2022,pdf,procedure_statistics,downloaded,,application/pdf,data\commercial_sources\phase1_official_stats\aesthetic_society_statistics\2022__procedure_statistics__2022-aesthetic-plastic-surgery-statistics.pdf,4daa6795ed77811999995fb589db5de61425954f1834d307566d8a84f43504b5,4803576,2026-06-20T02:57:42+08:00,
aesthetic_society_statistics,The Aesthetic Society,https://www.theaestheticsociety.org/media/procedural-statistics,Aesthetic Society Procedural Statistics | The Aesthetic Society,,https://cdn.theaestheticsociety.org/media/statistics/2023-TheAestheticSocietyStatistics.pdf,https://cdn.theaestheticsociety.org/media/statistics/2023-TheAestheticSocietyStatistics.pdf,2023,pdf,procedure_statistics,downloaded,,application/pdf,data\commercial_sources\phase1_official_stats\aesthetic_society_statistics\2023__procedure_statistics__2023-theaestheticsocietystatistics.pdf,394bb097b564887a3ef5443ed561a0fbcd82a2bdd5a303f698c6aaf9b689dfc4,595661,2026-06-20T02:57:40+08:00,
aesthetic_society_statistics,The Aesthetic Society,https://www.theaestheticsociety.org/media/procedural-statistics,Aesthetic Society Procedural Statistics | The Aesthetic Society,Aesthetic Plastic Surgery Stats - 2023 [PDF],https://cdn.theaestheticsociety.org/media/statistics/2023-TheAestheticSocietyStatistics.pdf,https://cdn.theaestheticsociety.org/media/statistics/2023-TheAestheticSocietyStatistics.pdf,2023,pdf,procedure_statistics,downloaded,,application/pdf,data\commercial_sources\phase1_official_stats\aesthetic_society_statistics\2023__procedure_statistics__aesthetic-plastic-surgery-stats---2023-pdf.pdf,394bb097b564887a3ef5443ed561a0fbcd82a2bdd5a303f698c6aaf9b689dfc4,595661,2026-06-20T02:57:39+08:00,
asps_plastic_surgery_statistics,ASPS,https://www.plasticsurgery.org/news/plastic-surgery-statistics,Plastic Surgery Statistics | American Society of Plastic Surgeons,,https://www.plasticsurgery.org/news/plastic-surgery-statistics,https://www.plasticsurgery.org/news/plastic-surgery-statistics,,html_year_page,procedure_statistics,discovered,,,,,,,
asps_plastic_surgery_statistics,ASPS,https://www.plasticsurgery.org/news/plastic-surgery-statistics,Plastic Surgery Statistics | American Society of Plastic Surgeons,Account Dashboard,https://www.plasticsurgery.org/news/plastic-surgery-statistics,https://www.plasticsurgery.org/news/plastic-surgery-statistics,,html_year_page,procedure_statistics,discovered,,,,,,,
asps_plastic_surgery_statistics,ASPS,https://www.plasticsurgery.org/news/plastic-surgery-statistics,Plastic Surgery Statistics | American Society of Plastic Surgeons,Plastic Surgery Statistics,https://www.plasticsurgery.org/news/plastic-surgery-statistics,https://www.plasticsurgery.org/news/plastic-surgery-statistics,,html_year_page,procedure_statistics,discovered,,,,,,,
