seed_record_id,product_id,company,brand,standard_product_name,action_group,reason,source_url
REC_0574,prod_aa4c7abdba97,EmCyte,PurePRP / GenesisCS,PRP Kit,C_bad_url_mentions_other_brand,candidate_text_mentions_other_brand:Lira Clinical,https://emcyte.com/wp-content/uploads/2022/04/GS-SP.pdf
REC_0560,prod_34c8693e47e6,Ema Aesthetics,Préime,Préime DermaFacial,C_bad_url_mentions_other_brand,candidate_text_mentions_other_brand:Microchannel Technology,https://preimedermafacial.com/
REC_0485,prod_0b017e1f0144,Energist,NeoGen,NeoGen SPA,C_bad_url_mentions_other_brand,candidate_text_mentions_other_brand:General Project,https://www.neo-gen.co.uk/technology/
REC_0451,prod_af930908355a,European Wellness Biomedical,MF+ / EW,Precursor Stem Cells,A_not_explicit_user_rewrite,not_explicit_enough,https://european-wellness.eu/publications/treatment-of-glaucoma-with-progenitor-precursor-stem-cells/
REC_0496,prod_ef8f33b6e109,Euroresearch,Nithya Peel,Chemical Peel,C_bad_url_mentions_other_brand,candidate_text_mentions_other_brand:Renuvion Dermal,https://www.euroresearch.it/wp-content/uploads/2023/04/Nithya-Injection-Points-brochure-2023.pdf
REC_0264,prod_acac3f705bb9,ExoCoBio,EXOMAGE,Cosmeceuticals,A_not_explicit_user_rewrite,not_explicit_enough,https://www.exomage.com/technology
REC_0649,prod_e69bcd77107d,Fillmed,Skin Perfusion,Post-Procedure Skincare,A_not_explicit_user_rewrite,not_explicit_enough,https://uk.fillmed.com/wp-content/uploads/2019/03/Skin-Perfusion-B-B-Brochure.pdf
REC_0279,prod_c86e43d32fd2,FotoFinder Systems,FotoFinder,ATBM master,A_not_explicit_user_rewrite,not_explicit_enough,https://www.fotofinder.de/fileadmin/Documentation/IFU_FotoFinder_bodystudioATBMmaster_20250320_EN.pdf
REC_0280,prod_ced9c2685e0e,Fotona d.o.o.,Fotona,SP Dynamis (4D Pro),A_not_explicit_user_rewrite,not_explicit_enough,https://fotona.com/en/products/2027/sp-dynamis
REC_0996,prod_53a408d41803,Fotona d.o.o.,Fotona,SP Dynamis Pro,A_not_explicit_user_rewrite,not_explicit_enough,https://fotona.com/en/products/2027/sp-dynamis
REC_1001,prod_c0931f4c54a9,Fotona d.o.o.,StarFormer,StarFormer TightWave,A_not_explicit_user_rewrite,not_explicit_enough,https://fotona.com/us/product/fotona-starformer-pro
REC_0999,prod_02f4cd89aad2,Fotona d.o.o.,TimeWalker,TimeWalker II Fotona4D,C_bad_url_mentions_other_brand,candidate_text_mentions_other_brand:Fotona,https://www.fotona.com/us/aesthetic-lasers/
REC_1000,prod_0a209ceda803,Fotona d.o.o.,TimeWalker,TimeWalker II NightLase,C_bad_url_mentions_other_brand,candidate_text_mentions_other_brand:Fotona,http://www.fotona.com/en/aesthetics/products/
REC_0288,prod_701e3c958a7a,Fusion Meso,Fusion,F-XFC / F-Hair,C_bad_url_mentions_other_brand,candidate_text_mentions_other_brand:Exosome Skin Booster,https://fusionmeso.com/product/f-xfc-sterile-serum-vials-revitalization-micro-needling/
REC_0023,prod_22738c55d605,Galderma,Alastin,Regenerating Skin Nectar,C_bad_url_mentions_other_brand,candidate_text_mentions_other_brand:Neuro GABA & NANA Peels,https://alastin.com/products/regenerating-skin-nectar?designate-location=18882
REC_0594,prod_5ece29bbee4f,Glyance,RefillHA,RefillHA (Solid/Ultra Solid),A_not_explicit_user_rewrite,not_explicit_enough,https://www.glyance.com/
REC_0396,prod_69f3db034694,Haim Aesthetics,LeVair,LeVair PDRN / Exovair,C_bad_url_mentions_other_brand,candidate_text_mentions_other_brand:PRP-like Therapy,https://haimintl.com/products/exovair
REC_0067,prod_317aa4161f85,HansBiomed.,BellaGel,BellaGel Micro,A_not_explicit_user_rewrite,not_explicit_enough,http://www.bellagelimplants.com/en/bellagel_breastimplant
REC_0458,prod_c566406b61d0,HansBiomed.,MINT Lift,MINT (Fine/Petit/Easy),A_not_explicit_user_rewrite,not_explicit_enough,https://www.mintpdo.com/announcement/mint-pdo-receives-third-fda-clearance
REC_0975,prod_b851b8d645e7,HansBiomed.,MegaDerm,MegaDerm,C_bad_url_mentions_other_brand,candidate_text_mentions_other_brand:Renuvion Dermal,https://hansbiomedusa.com/biologics/
REC_0976,prod_cfde60e90695,HansBiomed.,MegaFill,MegaFill,C_bad_url_mentions_other_brand,candidate_text_mentions_other_brand:MINT Lift,https://store.hansbiomedusa.com/
REC_0199,prod_e998a6e999a4,Hironic,Doublo,New Doublo,A_not_explicit_user_rewrite,not_explicit_enough,https://hironic.com/p/doublo-nw
REC_0543,prod_9bb0117dfaf5,Hironic,PicoHi,PicoHi 300,A_not_explicit_user_rewrite,not_explicit_enough,https://www.e-hironic.com/clinical
REC_0950,prod_91d9d7eb822e,Hironic,SILKRO,SILKRO,A_not_explicit_user_rewrite,not_explicit_enough,https://www.e-hironic.com/clinical
REC_0951,prod_02a6e5495b56,Hironic,Ultra Vera,Ultra Vera,C_bad_url_mentions_other_brand,candidate_text_mentions_other_brand:Hifu Top,https://hironic-us.com/UltraVera
REC_0088,prod_2903e9009d75,Hugel,BlueRose,BlueRose Threads,A_not_explicit_user_rewrite,not_explicit_enough,https://hugel-inc.com/tw/solution/quality
REC_0876,prod_95f3372fb201,Hugel,Dermalax,HA Filler Blob Technology,C_bad_url_mentions_other_brand,candidate_text_mentions_other_brand:BOTOX Cosmetic,https://fillersclub.com/dermal-fillers/contour/dermalax-implant-plus-2-x-1-1ml/
REC_0335,prod_548ddc3c621f,Hydrinity Skin Science,Hydrinity,Restorative HA Serum,A_not_explicit_user_rewrite,not_explicit_enough,https://www.hydrinity.com/blogs/news/great-skin-in-two-simple-steps
REC_0028,prod_4f7129876c31,IBSA Derma,Aliaxin,Aliaxin (FL/GP/EV),C_bad_url_mentions_other_brand,candidate_text_mentions_other_brand:Meso-Sculpt C71™,https://www.ibsaderma.fr/en/aliaxin/aliaxin-gp/
REC_0896,prod_d89f89c44ccf,IBSA Derma,Ialuset,HA Wound Healing Series,C_bad_url_mentions_other_brand,candidate_text_mentions_other_brand:BOTOX Cosmetic,https://www.businessdevelopment.ibsagroup.com/licensing/dermatology/
REC_0566,prod_acd5efffb9e9,IBSA Derma,Profhilo,Profhilo Body,A_not_explicit_user_rewrite,not_explicit_enough,https://www.ibsaderma.co.uk/profhilo/profhilo/
REC_0888,prod_4077ef8059fe,IBSA Derma,Profhilo Body,HA Bio-Remodeling for Body,A_not_explicit_user_rewrite,not_explicit_enough,https://www.ibsaderma.co.uk/profhilo/profhilo/
REC_0752,prod_d065f1875e87,IBSA Derma,Viscoderm,Viscoderm Hydrobooster,A_not_explicit_user_rewrite,not_explicit_enough,https://dermahubshop.com/catalog/mesotherapy/viscoderm-skinbooster/
REC_0894,prod_7969e2fffe78,IBSA Derma,Viscoderm Hydrobooster,Crosslinked HA Dynamic Areas,A_not_explicit_user_rewrite,not_explicit_enough,https://dermahubshop.com/catalog/mesotherapy/viscoderm-skinbooster/
REC_0338,prod_446cbbef2b08,IDS / Innovative Device Solutions,IDS,XLASE / Oron,A_not_explicit_user_rewrite,not_explicit_enough,https://medispasolutions.com.au/wp-content/uploads/2021/03/TechnicalLeaflet_XLasePLUS_Standing_2020.pdf
REC_0339,prod_383eb617653e,Image Skincare,Image,I Peel,C_bad_url_mentions_other_brand,candidate_text_mentions_other_brand:Aquagold Fine Touch,https://imageskincare.co.uk/pages/treatments-chemical-peels
REC_0842,prod_9f7183105911,InMode,DiolazeXL MAX,Enhanced Diode Hair Removal,C_bad_url_mentions_other_brand,candidate_text_mentions_other_brand:Diode 808nm,https://laserhairremovalmap.com/equipment-verification-tool/diolaze-xl
REC_0843,prod_20e7c2bea8c8,InMode,EmpowerRF,Womens Wellness Platform,C_bad_url_mentions_other_brand,candidate_text_mentions_other_brand:Morpheus8,https://www.inmode.com.au/pages/womens-health-and-wellness
REC_0343,prod_df5ecd87f89e,Induction Therapies,Induction Therapies Skincare,Post-Procedure,C_bad_url_mentions_other_brand,candidate_text_mentions_other_brand:Hyaluronic Forte,https://inductiontherapies.com/products/phaz
REC_0063,prod_e31fd556f548,Institute BCN,BCN,BCN Classics,A_not_explicit_user_rewrite,not_explicit_enough,https://institutebcn.com/shop/?products-per-page=all
REC_0690,prod_a17c3abd72a4,Iskra Medical,Tesla Former,Tesla Former / Care,C_bad_url_mentions_other_brand,candidate_text_mentions_other_brand:Neauvia Devices,https://iskramedical.com/about-us/
REC_0371,prod_b542390745a8,JYSUNG Meditech,JYSUNG,Cannula / Meso Needle,C_bad_url_mentions_other_brand,candidate_text_mentions_other_brand:Meso-Eye C71™,https://mesoskinline.com/mesotherapy-shop/258-hypodermic-needles/970-needletech-27g-25mm-micro-needle-sterile-hypodermic-needle/
REC_1045,prod_887cd9ed1e96,Johnson & Johnson,Mentor,CPX4 Breast Tissue Expanders,A_not_explicit_user_rewrite,not_explicit_enough,https://breastimplantsbymentor.net/en-GB/products/memorygel-xtra
REC_1047,prod_a55dd6461778,Johnson & Johnson,Mentor,ARTOURA PLUS Breast Tissue Expanders,A_not_explicit_user_rewrite,not_explicit_enough,https://breastimplantsbymentor.net/en-GB/products/memorygel-xtra
REC_1048,prod_b16294ba00c9,Johnson & Johnson,Mentor,Volume Sizing System,A_not_explicit_user_rewrite,not_explicit_enough,https://breastimplantsbymentor.net/en-GB/products/memorygel-xtra
REC_0368,prod_63f8b056df34,Juvaplus,Juvapen,Juvapen Expert,A_not_explicit_user_rewrite,not_explicit_enough,https://www.juvaplus.com/terms-conditions/
REC_0599,prod_f5611c9980d1,Kaizen Endustri,REIN / AdiponanoX,AdiponanoX,C_bad_url_mentions_other_brand,candidate_text_mentions_other_brand:Peeling Kits,https://www.kaizenendustri.com/en/rein-prp-single-1-tube-ifu
REC_0441,prod_fe9bd2c78a5f,Koru Pharma,Mesoheal,Mesoheal Body,A_not_explicit_user_rewrite,not_explicit_enough,https://korupharma.com/mesoheal-body-ha-filler-50-ml-adaptor
REC_0655,prod_d05b22e104ce,L'Oréal,SkinCeuticals,CE Ferulic / Phyto Corrective,C_bad_url_mentions_other_brand,candidate_text_mentions_other_brand:EXION Fractional RF,https://intl.skinceuticals.com/en_IN/integrated-skincare.html
REC_0409,prod_908b7391f00b,LPG Systems,LPG,Cellu M6 Alliance,C_bad_url_mentions_other_brand,candidate_text_mentions_other_brand:Soft Tissue Reinforcement,https://www.lpgsystems.com/user-guides/pdf/Cellu-M6-Alliance/1570-Guide-ALLIANCELAB-MEDICAL-GB-2020.pdf
REC_0498,prod_3be683150d47,Laboratoire Nouveau Visage,Nouveau Visage,Newage / Newskin,A_not_explicit_user_rewrite,not_explicit_enough,https://www.nouveau-visage.com/
REC_0572,prod_f70793a53347,Lameditech,Puraxel,Puraxel-Me,C_bad_url_mentions_other_brand,candidate_text_mentions_other_brand:LMWHA Home Care,https://puraxel.com/exec/front/Board/download/?filename=FX1000_Manual_EN_FX1000MLE_V2.02%2820230523%29.pdf&no=204&realname=2024%2F07%2F11%2F1a1da98f1581ad8499d19b8cb714dbd5.pdf
REC_0979,prod_de9818c5ff31,Lumenis,LightSheer,LightSheer QUATTRO,C_bad_url_mentions_other_brand,candidate_text_mentions_other_brand:Microchannel Technology,https://lumenis.co.uk/solutions/aesthetic/products/lightsheer-quattro/
REC_0587,prod_49138ab69fca,Lumibird,Quantel,Aran / Compact,C_bad_url_mentions_other_brand,candidate_text_mentions_other_brand:Cynergy / Dual Yellow (Tech),https://www.lumibirdmedical.com/quantel-medical-receives-fda-approval-for-easyret-photocoagulator-laser/
REC_0318,prod_b9627f06cb15,Medians,Histolab,Basic Science / Derma Science,A_not_explicit_user_rewrite,not_explicit_enough,https://www.histolabusa.com/basic-science
REC_0492,prod_38346130aefe,Medytox,Neuronox / Meditoxin,Neuronox (Botulinum Toxin Type A),C_bad_url_mentions_other_brand,candidate_text_mentions_other_brand:Dr. DMA / PDRN Injection,https://medytox.com/page/meditoxin_en?site_id=en
REC_0814,prod_ed8770b8d4e9,Merz,NEOCUTIS,Growth Factor Skincare,C_bad_url_mentions_other_brand,candidate_text_mentions_other_brand:Aquagold Fine Touch,https://neocutis.com/
REC_0472,prod_406b577b7c2e,My Med Aesthetics,My Filler,My Filler (Glips/Man),C_bad_url_mentions_other_brand,candidate_text_mentions_other_brand:Aptos Wire / Needle,https://www.mnvmedical.com/en/myfiller-glips-hyaluornic-hybric-acid-moisturizing-and-plumping-lips-xml-3194_3679-24778.html
REC_0145,prod_7707c25b67e5,Needle Concept,Crystal Multi Needle (水晶针),Mesogun,C_bad_url_mentions_other_brand,candidate_text_mentions_other_brand:GloPRO Scalp / Body,https://www.needleconcept.fr/en-gb
REC_0789,prod_d60dcbabb2e8,Needle Concept,Mesogun,U225 mesotherapy injector,C_bad_url_mentions_other_brand,candidate_text_mentions_other_brand:GloPRO Scalp / Body,https://www.needleconcept.fr/en-gb
REC_0520,prod_3358911138f2,Opatra London,Opatra,DermiNeck / Synergy,C_bad_url_mentions_other_brand,candidate_text_mentions_other_brand:TL-700 / Pico-Light,https://opatra.com/products/synergy-neck-rose
REC_0015,prod_979fbd2d80a9,Oreon Life Science,Aessoa,Aessoa (Shine/Deep),C_bad_url_mentions_other_brand,candidate_text_mentions_other_brand:HYAcorp Face / Lips,http://oreonglobal.com/sub/Filler_AESSOA_3.php
REC_0528,prod_15ce67dc07e2,Pollogen,OxyGeneo,Geneo X / Glo2Facial,C_bad_url_mentions_other_brand,candidate_text_mentions_other_brand:Microchannel Technology,https://pollogen.com/technologies/oxygeneo/
REC_0527,prod_99d401f41fe2,Pollogen,OxyGeneo,Geneo X,A_not_explicit_user_rewrite,not_explicit_enough,http://www.pollogen.com/pollogen-products/geneoplus.html
REC_0555,prod_7e2ce128be6d,Polytech Health & Aesthetics,Polytech,Microthane / Diagon\Gel,A_not_explicit_user_rewrite,not_explicit_enough,https://polytech-health-aesthetics.com/en/pro/products/breast-implants/surfaces/
REC_0505,prod_5d4db3b9cc73,Promoitalia,Nucleofill,Nucleofill / Pink Intimate,C_bad_url_mentions_other_brand,candidate_text_mentions_other_brand:PQ Age / Pink Intimate,https://webpromoitalia.com/pink-intimate-system/
REC_0559,prod_0ad1744af85b,Promoitalia,PQ Age / Pink Intimate,PQ Age Evolution,C_bad_url_mentions_other_brand,candidate_text_mentions_other_brand:Liftera Cool,https://us.webpromoitalia.com/product-category/pqage-evolution/
REC_0738,prod_2f2b780d683a,Promoitalia,V-Carbon,V-Carbon System,E_other_quality_blocker,incomplete_indication_text,https://us.webpromoitalia.com/product/v-carbon/
REC_0582,prod_ada5be5d76c0,Quanta System,Quanta,Thunder MT,A_not_explicit_user_rewrite,not_explicit_enough,https://www.quantasystem.com/us/laser/thunder-series/
REC_0909,prod_46b6f10e3b17,Quanta System,Suprema,Triple-Wavelength Hair Removal,C_bad_url_mentions_other_brand,candidate_text_mentions_other_brand:Quanta,https://www.quantasystem.com/laser/suprema/
REC_0908,prod_9d299b0ce20d,Quanta System,Thunder,Dual-Wavelength High-Speed Hair Removal,A_not_explicit_user_rewrite,not_explicit_enough,https://www.quantasystem.com/us/laser/thunder-series/
REC_0596,prod_2899fff4aab8,Regen Lab SA,Regen Lab,RegenKit (BCT / THT),A_not_explicit_user_rewrite,not_explicit_enough,https://regenlabusa.com/regenkit-tht/
REC_0157,prod_e77b0dd7b813,Relife,Definisse,Definisse Filler,A_not_explicit_user_rewrite,not_explicit_enough,https://www.relife-aesthetics.com/corporate/en/products/definisse-fillers.html
REC_0056,prod_33eb307047c0,Reveal Lasers,Attiva,Attiva S.I.H.,C_bad_url_mentions_other_brand,candidate_text_mentions_other_brand:Microchannel Technology,https://www.attivarf.com/
REC_0147,prod_7d761a89b2ad,Revitacare,Cytocare,Cytocare 516 / 532,A_not_explicit_user_rewrite,not_explicit_enough,https://revitacare.net/medical-devices/20-cytocare-532.html
REC_0309,prod_9c9b96546070,Revitacare,HairCare,HairCare,E_other_quality_blocker,incomplete_indication_text,https://revitacare.net/4-medical-devices
REC_0004,prod_c2989c822390,Rion Aesthetics,plated,PEP (Purified Exosome Product),A_not_explicit_user_rewrite,not_explicit_enough,https://www.rionaesthetics.com/
REC_0579,prod_8950b9e51f0d,S. Thepharm,QTFill,QTFill Plus,C_bad_url_mentions_other_brand,candidate_text_mentions_other_brand:Soft Tissue Reinforcement,https://qtfill.com.au/pages/faqs
REC_0640,prod_bcc339ac7d66,Senté Labs,Senté,Dermal Repair Cream,C_bad_url_mentions_other_brand,candidate_text_mentions_other_brand:Juvéderm,https://sentelabs.com/pages/heparan-sulfate-analog-technology-how-it-works
REC_0120,prod_c4efc6e77f0f,Sinclair Pharma,Cocoon Medical,Elysion Pro,A_not_explicit_user_rewrite,not_explicit_enough,https://sinclair.com/uk/brands/energy-devices/elysion-2000w/
REC_0647,prod_a8c9af4989b1,Sinclair Pharma,Sinclair,Préime DermaFacial,C_bad_url_mentions_other_brand,candidate_text_mentions_other_brand:Microchannel Technology,https://sinclair.com/preime-dermafacial/
REC_0749,prod_29c6eb659e69,Sinclair Pharma,Viora,V-Series (V10/V20/V30),A_not_explicit_user_rewrite,not_explicit_enough,https://sinclair.com/uk/brands/energy-devices/v-series/
REC_0622,prod_5c3441c05358,Skin Tech,RRS,RRS HA Tensor Lift,C_bad_url_mentions_other_brand,candidate_text_mentions_other_brand:Aesthetic Dermal,https://asc-advancedskincare.com/en/2021/12/13/rrs-mesotherapy/
REC_0624,prod_916e002716fe,Skin Tech,RRS,RRS HA Eyes,C_bad_url_mentions_other_brand,candidate_text_mentions_other_brand:Restylane Contour,https://www.skintechpharmagroup.com/products/injectables/rrs-ha-eyes/
REC_0379,prod_4ee93ce963da,SkinQRI,KeraFactor,KeraFactor Serum,A_not_explicit_user_rewrite,not_explicit_enough,https://kerafactor.eu/products/kerafactormd-in-office-serum-box-of-5
REC_0656,prod_47e4043a000e,Skinderma Medical,Skinderma,Meso Vials,C_bad_url_mentions_other_brand,candidate_text_mentions_other_brand:Mesotherapy,https://mesotherapy-solutions.com/product/skinderma-antiaging-combo-5-x-10ml-vials/
REC_0819,prod_73700a68ac8a,Solta Medical,VASERshape,Non-Invasive Ultrasound,C_bad_url_mentions_other_brand,candidate_text_mentions_other_brand:Microchannel Technology,https://soltamedical.co.uk/professionals/vaser-professionals
REC_0106,prod_bc10482ec24e,Suisselle,Cellbooster PN,PN (Polynucleotide),C_bad_url_mentions_other_brand,candidate_text_mentions_other_brand:Lira Clinical,https://suisselle.com/product/cellbooster-shape-2/
REC_0798,prod_d0f11bea1eb2,Suisselle,Mesotherapy,Mesotherapy,A_not_explicit_user_rewrite,not_explicit_enough,https://suisselle.com/expertise/
REC_0512,prod_780e8da589d0,Sylton,Observ,Observ 520x,A_not_explicit_user_rewrite,not_explicit_enough,https://us.sylton.com/faq/
REC_0709,prod_b20f8d5954fa,TRIA Beauty,Tria,Hair Removal Laser 4X,C_bad_url_mentions_other_brand,candidate_text_mentions_other_brand:Color Light Therapy Set,https://www.triabeauty.com/pages/activation
REC_0714,prod_a0fa0fc327fd,TSK Laboratory,TSK,The Invisible Needle,A_not_explicit_user_rewrite,not_explicit_enough,https://www.tsklab.com/documents/
REC_0362,prod_c813884158b8,Tav-Tech,JetPeel,JetPro / JetPeel-3,A_not_explicit_user_rewrite,not_explicit_enough,https://jetpeel.com/jetpeel/jetpeel-handpieces/
REC_0017,prod_f1f78f4784a1,Tavger,Affinite,Affinite,C_bad_url_mentions_other_brand,candidate_text_mentions_other_brand:Venusian CO2 Therapy,https://tavger.com/products-affinity_reserve
REC_0386,prod_c9f9afcd16fb,Tema Medicina,K-Surgery,Idea / TC Plus,A_not_explicit_user_rewrite,not_explicit_enough,https://k-surgerymed.com/en/complete-guide-to-the-safe-use-of-dermal-fillers/
REC_0717,prod_ebc1252c32d2,U.SK / Under Skin,U.SK,U.SK Anti-Aging,C_bad_url_mentions_other_brand,candidate_text_mentions_other_brand:Dualsonic Maximum,https://underskin.com/pages/skin-savers
REC_0671,prod_634d7c5eba21,VIVACY,SoftFil,Precision / EasyGuide,C_bad_url_mentions_other_brand,candidate_text_mentions_other_brand:EXION Clear RF,https://www.softfil.com/ua/product/softfil-precision-micro-cannulas/
REC_0760,prod_94de9d607127,VSoft Lift,VSoft,VSoft Lift Threads,A_not_explicit_user_rewrite,not_explicit_enough,https://vsoftthreads.com/product/lifting-pdo-brochure/
REC_0923,prod_5704d19bf441,Venus Concept,AI.ME,AI.ME,C_bad_url_mentions_other_brand,candidate_text_mentions_other_brand:Venus Legacy,https://ir.venusconcept.com/news-releases/news-release-details/venus-concept-announces-first-patient-treatment-study-evaluating
REC_0306,prod_8651924ee70e,W.L. Gore & Associates,Gore-Tex,ePTFE Implants,A_not_explicit_user_rewrite,not_explicit_enough,https://www.goremedical.com/me/products/stp
REC_0511,prod_bbf45fe273c4,Waldencast,Obagi / Milk,Nu-Derm / Makeup,A_not_explicit_user_rewrite,not_explicit_enough,http://obagi.com/patients/product-line/obagi-nu-derm-system?tab=product-details
REC_0946,prod_89d5b8dfdcf0,Wontech,PASTELLE,PASTELLE Pro,C_bad_url_mentions_other_brand,candidate_text_mentions_other_brand:Renuvion Dermal,https://wontechusa.com/sub/Aesthetic/Pastelle-pro.php
REC_0776,prod_2f00569cb52e,Ycellbio Medical,Ycellbio,Ycellbio Kit,C_bad_url_mentions_other_brand,candidate_text_mentions_other_brand:BOTOX Cosmetic,https://ycellbiousa.com/faq
REC_0783,prod_e565b4dad018,Zenix Professional,Zenix,Clay Mask / Peel-off,A_not_explicit_user_rewrite,not_explicit_enough,https://zenixcosmetic.com/index.php?path=93_97&route=product%2Fcategory
REC_0081,prod_8be29b3ce71e,Zepter,Bioptron 2 / Pro 1,Light Therapy (Photobiomodulation),A_not_explicit_user_rewrite,not_explicit_enough,https://bioptron.co.nz/products/bioptron-pro1-with-table-stand
REC_0082,prod_83f31ea0d941,Zepter,Bioptron MedAll,Light Therapy,A_not_explicit_user_rewrite,not_explicit_enough,https://az.zepter.com/MainMenu/Products/Medical/Bioptron/ProductRange.aspx
REC_0536,prod_8be566691d6c,Zero Gravity,Perfectio,Perfectio Plus,A_not_explicit_user_rewrite,not_explicit_enough,https://zerogravityskin.com/?logged_in_customer_id=&lang=de
REC_0720,prod_1121b71a86b2,A.A.M.S.,Ultim,Mesogun,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0447,prod_8e4c4a2135cd,ABG Lab LLC,Meso-Sculpt C71™,Specific Areas,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0448,prod_0f21b463f349,ABG Lab LLC,Meso-Wharton P199™,Anti-Aging & Regeneration,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0077,prod_5237f68ba525,Abio Materials,BioExo-Water,植物外泌体原料,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0104,prod_5c030635760a,Abio Materials,Celexo,术后修复与抗衰,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0107,prod_a5ee1496505f,Abio Materials,CellExosome®,外泌体皮肤动能素/水光,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0413,prod_c27e26b61c0f,Abio Materials,Lucidor,护肤品,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0012,prod_4e942fe70698,Advance Esthetic,Adonyss,Adonyss,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0024,prod_1b57ca7cffd0,Advanced Aesthetic,Algeness DF (3.5% Agarose),琼脂糖凝胶填充剂,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0025,prod_97f25cc5f1d3,Advanced Aesthetic,Algeness HD (1.5% Agarose),琼脂糖凝胶填充剂,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0026,prod_a9358fa5cc3f,Advanced Aesthetic,Algeness LD (1.0% Agarose),琼脂糖凝胶填充剂,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
TOPLINE_ALLERGAN_REVOLVE_20260530,prod_2fe1895b624f,Allergan,REVOLVE,REVOLVE Advanced Adipose System,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0852,prod_5d2abd632f97,Alma Lasers,BeautiFill,Laser-Assisted Liposuction,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0705,prod_c828ebcf7b79,Alvi Prague,TL-700 / Pico-Light,皮秒/调Q激光,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0464,prod_36f05265aaf4,Arion,Monobloc Hydrogel (CMC),生物水凝胶假体,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0490,prod_300c9fa839df,Arkana Cosmetics,Neuro GABA & NANA Peels,神经美容酸/焕肤剂,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0571,prod_ba776e888b9e,Arkana Cosmetics,PRP-like Therapy,仿生肽与微针,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0906,prod_d01cdbefb5c7,Asclepion,BodyLab,FMS Focused Magnetic Stimulation,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0471,prod_f172e5642c73,Asclepion Laser,Multipulse PRO,混合激光技术,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0055,prod_48a72462c92b,Aspen Pharmacare,Aspen,Xylocaine / EMLA,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0289,prod_8ac097cddd93,Asterasys,Futera Dots,点阵射频 (Fractional RF),B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0087,prod_b33f48cf377b,Aurora Medical,BlackBox,皮肤镜/诊断系统,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0091,prod_0113087be616,BMED,Bontempi,Supercut Scissors,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0092,prod_d97390c51cd5,BMED,Bontempi,Rhinoplasty Instruments,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0868,prod_a816d8a3af2e,BTL,EMFACE Submentum,RF + HIFES for Submental,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0873,prod_ecb9ce655791,BTL,EXION Face,Monopolar RF + Targeted Ultrasound,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0872,prod_2465634bea74,BTL,EXION Fractional RF,AI-Controlled Fractional RF,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0042,prod_85a3b6172cc7,Baz Biomedic,AquaClean / AquaClean Mini,皮肤清洁管理系统 (Aqua Peeling),B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0500,prod_e73c210bf8b2,Baz Biomedic,NOVAPlus,无针药物递送系统 (Needle-Free Injector),B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
