seed_record_id,product_id,company,brand,standard_product_name,action_group,reason,source_url
REC_0551,prod_6057e93d791b,Be Aes Labs,PLAXPOT,等离子皮肤再生仪 (Plasma Device),B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0552,prod_4cb7ff56d389,Be Aes Labs,PLAXPOT Tips,等离子导入头 (Plasma Tip),B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0315,prod_0d45ca0c7712,Beamed,Hellas EVO / Hellas RT,Q-Switched Nd:YAG,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0725,prod_f9fde9d391b6,Beamed,Unixel RF,CO2 Fractional Laser,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0958,prod_bbf4db0a2efe,Beauty Health,HydraFacial,HydraFacial Boosters,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0333,prod_803e14decc4a,Beauty Health,HydraFacial Boosters,联名加强剂 (Boosters),B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0381,prod_7876b0099060,Beauty Health,Keravive,HydraFacial Keravive,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0588,prod_51b0440e27b7,BeautyBio,R45 The Reversal,Retinol System,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0401,prod_7854f078c6c4,BenQ,Lily / Miracle,HA Dermal Filler,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0076,prod_2273a36a633c,Bio-Therapeutic,Bio-Brasion Trinity / GEN4,Wet/Dry Microdermabrasion,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0328,prod_92f8a1e94062,BioPlus,HyalDew,HA Dermal Filler,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0663,prod_84777f8a86ec,BioPlus,SkinPlus-Hyal,HA Dermal Filler,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0331,prod_facbf7fd2c9f,Biocyte,Hyaluronic Forte,口服透明质酸 (Oral HA),B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0469,prod_b60505f69d9e,Biopark Medical,MPGUN,AI Mesotherapy Gun,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0450,prod_e0c34f70a096,Biopark Medical,Messenger,Booster,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0445,prod_845dd1dc50ba,Biotekne,Meso-relle,Mesotherapy Needles,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0446,prod_e03ae9253ce8,Biotekne,Meso-relle Multi-injectors,Multi-injectors,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0146,prod_b0fe499ed8b0,Bison Medical,Cynergy / Dual Yellow (Tech),Copper Bromide Laser,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0207,prod_b10f6cd187fc,Bison Medical,Dual Accento,Dual Wavelength Laser,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0273,prod_eb1e88806d8d,Bison Medical,Fire-Xel,Fractional CO2 Laser,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0412,prod_d585e7929cef,Bison Medical,Lucid Q-PTP,Q-Switched Nd:YAG,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0317,prod_bd4d4164c8d7,Blue Moon,Himalaya,Multi-Platform,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0283,prod_88e8f8e32c49,Bluecore,Fouri,Hybrid Laser (CO2+Er:YAG),B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0352,prod_e76c1cf1a6cb,Bluecore,IRIS,Q-Switched Nd:YAG,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0073,prod_0987d06cdeff,Body Health,BHS 156 Venera / Iconyc,Body Contouring Platform,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0184,prod_4f6bf13d9953,Body Health,Dermo Health (Vacuum),Vacuum Therapy,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0726,prod_3ad2526a2ee8,Body Health,Unyque / Unilift,Facial Rejuvenation,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0111,prod_4f84b27dbc16,CGBIO / Cell Growth Bio,CELLUNIT,SVF Isolation,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0860,prod_36ae1e81e1bc,Candela,Frax Pro,Dual-Wavelength Fractional,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0350,prod_ede0e17a78bc,Canfield Scientific,IntelliStudio / DermaGraphix,Total Body Photography,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0612,prod_401af2982cd9,Canfield Scientific,Reveal Imager,Portable Imager,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0166,prod_f72f3e4d0e72,Caregen,Dermaheal / Aquashine,Skin Booster / Meso,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0935,prod_e5f39ad0ebaf,Caregen,Pelo Baum,Pelo Baum,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0535,prod_0f86d4d1a826,Caregen,Pelo Baum / Renokin,Post-Procedure,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0569,prod_d5cee00a7fe9,Caregen,Prostrolane Series,Peptide Dermal Filler,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
UPR_ANTEAGE_MD_001,prod_441d4948f558,Cellese / AnteAGE,AnteAGE MD,AnteAGE MD Growth Factor / Exosome Treatment Solutions,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0124,prod_ebfe4e4ad1e7,Christina Cosmeceuticals,Comodex,Comodex Treatment,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0102,prod_3fcc357b4834,Cliniccare,Carbon Peel Paste,Carbon Paste,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0217,prod_a8638f87748e,Cliniccare,"EGF / HA Cocktails (Glow, Tight, Refresh)",Meso Vials,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0408,prod_38192e48b209,Cliniccare,LMWHA Home Care,Post-Procedure,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0225,prod_ba2124d5992a,Cocoon Medical,Elysion-Pro,Diode Laser,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0141,prod_8b3778f3e2c0,Cryoalfa,Cryoalfa LUX / SUPER,Cryotherapy Pen,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0897,prod_4a55b313638e,DEKA,Motus PRO,MOVEO Pain-Free Hair Removal,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0259,prod_1ce5f9b8db37,DFK Biolab,Exo One,Exosomes,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0095,prod_56c13ebad4cb,DSD Pharm,Botox Like Hair Therapy,Hair Structure,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0630,prod_59ecfbda235c,DSD Pharm,Scalp Peeling (1.3),Scalp Detox,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0297,prod_f0fc46662ee2,DTS MG,Genosys (荷诺诗),Post-Procedure,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0320,prod_cd3bd51cb4e5,DTS MG,HR3 Matrix,Hair Loss,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0276,prod_1104b252f1d2,Daeyang Medical,Focus Dual,HIFU + RF Microneedling,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0400,prod_8438280d11e4,Daeyang Medical,Liftron,RF Microneedling,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0747,prod_f487b78b371b,Daeyang Medical,VinuShape,Body Contouring,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0457,prod_0924b252ed12,Dermaceutic,Milk Peel (奶滑酸),Chemical Peel,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0452,prod_afa2169379b3,Dermakor,Micro Cannulas,Cannulas,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0493,prod_db11de963271,Dermaroller,New Natural Line / XCellarisPRO,Professional Skincare,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0096,prod_9d4af3e2df89,Dexlevo,Bravity,Topical Serum / Ampoule,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0220,prod_b7b47ba01d84,Dongbang Medical,Elasty Threads,PDO Threads,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0068,prod_0514ecba49cc,Dongkook Pharma,Bellast (贝拉斯特),HA Dermal Filler,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0332,prod_ff0ece9e27eb,Dongkook Pharma,Hyaron (海珠),HA Skin Booster,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0062,prod_c35e8fe440b4,Dr. Babor,BABOR Tech / SkinFusion,Skin Management Device,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0085,prod_25e9f96d530b,Dr. Korman,Biorevitalizers,Biorevitalization,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0204,prod_4ca2005d07dc,Dr. PRP,Dr. PRP Centrifuge,Centrifuge,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0205,prod_7e29af20abe6,Dr. PRP,Dr. PRP Kit,PRP Kit,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0131,prod_30db6b2ff645,E.I.C.O.,Cosmeceuticals,Manufacturing,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0079,prod_ee087976d5df,Eberlin,Biological Line,Professional,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0052,prod_a9d3f122f3d9,El.En.,Asclepion,MeDioStar Monolith,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0390,prod_a7eb3a871fe8,European Wellness Biomedical,Lab RMS,Mito Organelles,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0050,prod_af01da567664,ExoCoBio,ASCE+,Regenerative Aesthetics,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0109,prod_71b18457443a,ExoCoBio,Celltweet,Cosmeceuticals,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0269,prod_b95e361c3b1b,Fijie,FBio,FBio (Light/Medium/Volume),B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0499,prod_97704cd84eb2,Fijie,Novacutan,YBio / SBio,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0997,prod_749ebff98350,Fotona d.o.o.,StarWalker,StarWalker MaQX Pro,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0248,prod_2630cbe3d927,GC Aesthetics,Eurosilicone,The Matrix / Round,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0474,prod_1a62b8e74291,GC Aesthetics,Nagor,Impleo / CoGel Breast Implants,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0393,prod_98b60272b235,GTG Wellness,LeShape,LeShape / U-One,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0114,prod_cce4c2f61882,Galderma,Cetaphil,Gentle Skin Cleanser,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
REC_0811,prod_72a45f382c8e,Galderma,Restylane Skinboosters,HA Skin Booster,B_need_new_official_ifu_or_product_page,no_clear_official_indication_phrase_in_existing_manual_evidence,
