priority,gap_score,company,company_product_count,company_priority_rank,brand,standard_product_name,product_id,seed_record_id,product_family_ids,track,form,technology,material_or_energy,verification_status,source_status,direct_official_urls,fuzzy_official_urls,direct_spec_candidates,fuzzy_spec_candidates,spec_tier_A,spec_tier_B,spec_tier_C,registration_rows,official_indication_rows,mdr_ce_candidate_rows,lead_official_url,lead_spec_url,lead_registration_url,evidence_mix,issues,recommended_next_action
P0,104,BTL,14,,EMTONE,RF + Mechanical Cellulite Treatment,prod_b2ff5bd02cc5,TOPLINE_BTL_EMTONE_20260530,pf_3ec90d1868ec,EBD,Radiofrequency,Radiofrequency + Targeted Pressure Energy,Radiofrequency + Targeted Pressure Energy,unverified_seed,"seed_from_workbook, top_company_productline_official_verification",0,0,0,0,0,0,0,0,0,0,,,,,master_unverified_seed | no_direct_official_product_or_family_url | no_direct_spec_candidate | no_registration_evidence | no_official_indication | no_reviewed_differentiator | priority_company,Cross-check product existence and core positioning against official product page.
P0,98,Allergan,19,,Juvéderm Ultra Plus XC,HA Filler for Facial Wrinkles and Folds,prod_8f0762df3c65,TOPLINE_ALLERGAN_JUVEDERM_ULTRA_PLUS_XC_20260530,pf_facc82fc1828,Injectables,Dermal Filler,Hyaluronic Acid Dermal Filler,Hyaluronic Acid Dermal Filler,unverified_seed,"seed_from_workbook, top_company_productline_official_verification",0,0,0,11,4,7,0,0,0,0,,https://www.allerganaesthetics.com.au/,,,master_unverified_seed | no_direct_official_product_or_family_url | no_direct_spec_candidate | no_registration_evidence | no_official_indication | no_reviewed_differentiator | priority_company | has_review_leads,Review A/B spec candidates and map useful rows to product/family; discard weak C rows.
P0,98,Allergan,19,,Juvéderm Ultra XC,HA Filler for Lip Augmentation,prod_d4b991529f99,TOPLINE_ALLERGAN_JUVEDERM_ULTRA_XC_20260530,pf_141f225de1b8,Injectables,Dermal Filler,Hyaluronic Acid Dermal Filler,Hyaluronic Acid Dermal Filler,unverified_seed,"seed_from_workbook, top_company_productline_official_verification",0,0,0,6,5,1,0,0,0,0,,https://www.allerganaesthetics.com.au/,,,master_unverified_seed | no_direct_official_product_or_family_url | no_direct_spec_candidate | no_registration_evidence | no_official_indication | no_reviewed_differentiator | priority_company | has_review_leads,Review A/B spec candidates and map useful rows to product/family; discard weak C rows.
P0,98,Allergan,19,,Juvéderm Volbella XC,HA Filler for Lips and Undereye,prod_2ebb30c557be,TOPLINE_ALLERGAN_JUVEDERM_VOLBELLA_20260530,pf_233cd9e04acb,Injectables,Dermal Filler,Hyaluronic Acid Dermal Filler,Hyaluronic Acid Dermal Filler,unverified_seed,"seed_from_workbook, top_company_productline_official_verification",0,0,0,9,5,4,0,0,0,0,,http://juvederm.com/,,,master_unverified_seed | no_direct_official_product_or_family_url | no_direct_spec_candidate | no_registration_evidence | no_official_indication | no_reviewed_differentiator | priority_company | has_review_leads,Review A/B spec candidates and map useful rows to product/family; discard weak C rows.
P0,98,Allergan,19,,Juvéderm Vollure XC,HA Filler for Smile Lines,prod_006e5b2f46c8,TOPLINE_ALLERGAN_JUVEDERM_VOLLURE_20260530,pf_df53088e2760,Injectables,Dermal Filler,Hyaluronic Acid Dermal Filler,Hyaluronic Acid Dermal Filler,unverified_seed,"seed_from_workbook, top_company_productline_official_verification",0,0,0,5,5,0,0,0,0,0,,http://juvederm.com/,,,master_unverified_seed | no_direct_official_product_or_family_url | no_direct_spec_candidate | no_registration_evidence | no_official_indication | no_reviewed_differentiator | priority_company | has_review_leads,Review A/B spec candidates and map useful rows to product/family; discard weak C rows.
P0,98,Allergan,19,,REVOLVE,REVOLVE Advanced Adipose System,prod_2fe1895b624f,TOPLINE_ALLERGAN_REVOLVE_20260530,pf_1c2d3836824b,Surgical,Liposuction,Adipose Processing,Adipose Processing,unverified_seed,"seed_from_workbook, top_company_productline_official_verification",0,0,0,12,10,2,0,0,0,0,,https://www.allerganaesthetics.com/,,,master_unverified_seed | no_direct_official_product_or_family_url | no_direct_spec_candidate | no_registration_evidence | no_official_indication | no_reviewed_differentiator | priority_company | has_review_leads,Review A/B spec candidates and map useful rows to product/family; discard weak C rows.
P0,98,Galderma,18,,Restylane Defyne,HA Filler for Deep Facial Folds,prod_93db7892de5b,TOPLINE_GALDERMA_RESTYLANE_DEFYNE_20260530,pf_8e362620bae5,Injectables,Dermal Filler,Hyaluronic Acid Dermal Filler,Hyaluronic Acid Dermal Filler,unverified_seed,"seed_from_workbook, top_company_productline_official_verification",0,0,0,12,11,1,0,0,0,0,,https://restylaneusa.com/,,,master_unverified_seed | no_direct_official_product_or_family_url | no_direct_spec_candidate | no_registration_evidence | no_official_indication | no_reviewed_differentiator | priority_company | has_review_leads,Review A/B spec candidates and map useful rows to product/family; discard weak C rows.
P0,98,Galderma,18,,Restylane Kysse,HA Filler for Lips,prod_0ccb09310f48,TOPLINE_GALDERMA_RESTYLANE_KYSSE_20260530,pf_e717300ea4f7,Injectables,Dermal Filler,Hyaluronic Acid Dermal Filler,Hyaluronic Acid Dermal Filler,unverified_seed,"seed_from_workbook, top_company_productline_official_verification",0,2,0,12,1,11,0,0,0,0,https://www.galderma.com/us/sites/default/files/2022-06/Restylane_Kysse_e-IFU_US.pdf,https://restylaneusa.com/,,,master_unverified_seed | no_direct_official_product_or_family_url | no_direct_spec_candidate | no_registration_evidence | no_official_indication | no_reviewed_differentiator | priority_company | has_review_leads,Review fuzzy official product/catalog/IFU URL and attach it to product/family.
P0,98,Galderma,18,,Restylane Lyft,HA Filler for Cheeks and Hands,prod_6a5c0a95c13d,TOPLINE_GALDERMA_RESTYLANE_LYFT_20260530,pf_2475fb78df84,Injectables,Dermal Filler,Hyaluronic Acid Dermal Filler,Hyaluronic Acid Dermal Filler,unverified_seed,"seed_from_workbook, top_company_productline_official_verification",0,1,0,12,12,0,0,0,0,0,https://www.restylaneusa.com/docs/Restylane-Lyft-IFU,https://restylaneusa.com/,,,master_unverified_seed | no_direct_official_product_or_family_url | no_direct_spec_candidate | no_registration_evidence | no_official_indication | no_reviewed_differentiator | priority_company | has_review_leads,Review fuzzy official product/catalog/IFU URL and attach it to product/family.
P0,98,Galderma,18,,Restylane Refyne,HA Filler for Dynamic Facial Folds,prod_f855bda3a241,TOPLINE_GALDERMA_RESTYLANE_REFYNE_20260530,pf_7aca7b66b112,Injectables,Dermal Filler,Hyaluronic Acid Dermal Filler,Hyaluronic Acid Dermal Filler,unverified_seed,"seed_from_workbook, top_company_productline_official_verification",0,1,0,11,2,9,0,0,0,0,https://www.restylaneusa.com/product/restylane-refyne,https://restylaneusa.com/,,,master_unverified_seed | no_direct_official_product_or_family_url | no_direct_spec_candidate | no_registration_evidence | no_official_indication | no_reviewed_differentiator | priority_company | has_review_leads,Review fuzzy official product/catalog/IFU URL and attach it to product/family.
P0,98,Galderma,18,,Restylane Skinboosters Vital Light,HA Skin Quality Booster for Delicate Areas,prod_36cccb3f5f45,TOPLINE_GALDERMA_RESTYLANE_VITAL_LIGHT_20260530,pf_06d829a85494,Injectables,Skin Booster,HA Skinbooster,HA Skinbooster,unverified_seed,"seed_from_workbook, top_company_productline_official_verification",0,3,0,12,1,11,0,0,0,0,https://www.galderma.com/au/sites/default/files/restylane_skinboosters_vital_light_lidocaine_patient_information_leaflet.pdf,https://mdar.mda.gov.my/,,,master_unverified_seed | no_direct_official_product_or_family_url | no_direct_spec_candidate | no_registration_evidence | no_official_indication | no_reviewed_differentiator | priority_company | has_review_leads,Review fuzzy official product/catalog/IFU URL and attach it to product/family.
P0,98,Medytox,9,,NEWLUX,Botulinum Toxin Type A 100U,prod_a85c058406fc,TOPLINE_MEDYTOX_NEWLUX_20260530,pf_98c5a53fbd97,Injectables,Neurotoxin,Botulinum Toxin Type A,Botulinum Toxin Type A,unverified_seed,"seed_from_workbook, top_company_productline_official_verification",0,0,0,8,0,8,4,0,0,0,,https://luxbio.net/product/coretox-100ui/,,,master_unverified_seed | no_direct_official_product_or_family_url | no_direct_spec_candidate | no_registration_evidence | no_official_indication | no_reviewed_differentiator | priority_company | has_review_leads,Review A/B spec candidates and map useful rows to product/family; discard weak C rows.
P0,98,Sinclair Pharma,13,,Lanluma,PLLA Collagen Stimulating Injectable Filler,prod_ab483f36c201,TOPLINE_SINCLAIR_LANLUMA_20260530,pf_bfc861afbdb4,Injectables,Biostimulator,PLLA Biostimulator,PLLA Biostimulator,unverified_seed,"seed_from_workbook, top_company_productline_official_verification",0,0,0,11,11,0,1,0,0,0,,https://www.medvalley.cn/,,,master_unverified_seed | no_direct_official_product_or_family_url | no_direct_spec_candidate | no_registration_evidence | no_official_indication | no_reviewed_differentiator | priority_company | has_review_leads,Review A/B spec candidates and map useful rows to product/family; discard weak C rows.
P0,98,Sinclair Pharma,13,,Perfectha,HA Dermal Filler Line,prod_357be20483fc,TOPLINE_SINCLAIR_PERFECTHA_20260530,pf_c0d6edfebb75,Injectables,Dermal Filler,Hyaluronic Acid Dermal Filler,Hyaluronic Acid Dermal Filler,unverified_seed,"seed_from_workbook, top_company_productline_official_verification",0,0,0,12,5,7,0,0,0,0,,https://www.medvalley.cn/,,,master_unverified_seed | no_direct_official_product_or_family_url | no_direct_spec_candidate | no_registration_evidence | no_official_indication | no_reviewed_differentiator | priority_company | has_review_leads,Review A/B spec candidates and map useful rows to product/family; discard weak C rows.
P0,94,Taumedika SRL,1,,Karisma FACE Rh Collagen,Karisma FACE Rh Collagen,prod_a11a36bc340c,UPR_KARISMA_001,pf_6283553f0bff,Injectables,Biostimulator,Rh Collagen,Rh Collagen,unverified_seed,"seed_from_workbook, upstream_report_reference_official_verification",0,0,0,0,0,0,0,0,0,0,,,,,master_unverified_seed | no_direct_official_product_or_family_url | no_direct_spec_candidate | no_registration_evidence | no_official_indication | no_reviewed_differentiator,Cross-check product existence and core positioning against official product page.
P0,90,Advance Esthetic,16,,Adonyss,CarbonFrax CO2,prod_33179537cdb0,REC_1015,pf_04e5b90bcfb1,EBD,Laser,CO2 Laser,CO2 Laser,unverified_seed,seed_from_workbook,0,8,0,12,12,0,0,0,0,0,https://adonyss.com/,https://adonyss.com.ua/,,,master_unverified_seed | no_direct_official_product_or_family_url | no_direct_spec_candidate | no_registration_evidence | no_official_indication | priority_company | has_review_leads,Review fuzzy official product/catalog/IFU URL and attach it to product/family.
P0,90,Advance Esthetic,16,,Adonyss,DioPulse 808,prod_45abd3fb8d0f,REC_1016,pf_97177086c6b6,EBD,Laser,Diode Laser,Diode Laser,unverified_seed,seed_from_workbook,0,8,0,12,12,0,0,0,0,0,https://adonyss.com/,https://adonyss.com.ua/,,,master_unverified_seed | no_direct_official_product_or_family_url | no_direct_spec_candidate | no_registration_evidence | no_official_indication | priority_company | has_review_leads,Review fuzzy official product/catalog/IFU URL and attach it to product/family.
P0,90,Advance Esthetic,16,,Adonyss,T-Novation,prod_d62d3a7c92a7,REC_1017,pf_30f9ef3968f1,EBD,Laser,Q-Switched Laser,Q-Switched Laser,unverified_seed,seed_from_workbook,0,8,0,12,12,0,0,0,0,0,https://adonyss.com/,https://adonyss.com.ua/,,,master_unverified_seed | no_direct_official_product_or_family_url | no_direct_spec_candidate | no_registration_evidence | no_official_indication | priority_company | has_review_leads,Review fuzzy official product/catalog/IFU URL and attach it to product/family.
P0,90,Advance Esthetic,16,,Adonyss,OxiPulse,prod_0893e694f1bc,REC_1018,pf_e02f1c1667ef,EBD,Professional Treatment,Oxygen Therapy,Oxygen Therapy,unverified_seed,seed_from_workbook,0,8,0,12,12,0,0,0,0,0,https://adonyss.com/,https://adonyss.com.ua/,,,master_unverified_seed | no_direct_official_product_or_family_url | no_direct_spec_candidate | no_registration_evidence | no_official_indication | priority_company | has_review_leads,Review fuzzy official product/catalog/IFU URL and attach it to product/family.
P0,90,Advance Esthetic,16,,Zemits,CoolRestore Elegance,prod_29eaf263abd0,REC_1019,pf_d82816fadf08,EBD,Cryotherapy,Cryolipolysis,Cryolipolysis,unverified_seed,seed_from_workbook,0,8,0,12,12,0,0,0,0,0,https://a-estetic.mx/,https://www.accessdata.fda.gov/,,,master_unverified_seed | no_direct_official_product_or_family_url | no_direct_spec_candidate | no_registration_evidence | no_official_indication | priority_company | has_review_leads,Review fuzzy official product/catalog/IFU URL and attach it to product/family.
P0,90,Advance Esthetic,16,,Zemits,DermeLuxx,prod_b422f27c855e,REC_1020,pf_2ea20ffe4588,EBD,Skin Management,Hydrodermabrasion / Oxygen Infusion,Hydrodermabrasion / Oxygen Infusion,unverified_seed,seed_from_workbook,0,8,0,12,12,0,0,0,0,0,https://a-estetic.mx/,https://www.accessdata.fda.gov/,,,master_unverified_seed | no_direct_official_product_or_family_url | no_direct_spec_candidate | no_registration_evidence | no_official_indication | priority_company | has_review_leads,Review fuzzy official product/catalog/IFU URL and attach it to product/family.
P0,90,Advance Esthetic,16,,Zemits,Verstand HD / Pro,prod_6289d7eb34b2,REC_1021,pf_246652ec3ee5,EBD,HIFU,LIPUS / Multi-function,LIPUS / Multi-function,unverified_seed,seed_from_workbook,0,8,0,12,12,0,0,0,0,0,https://a-estetic.mx/,https://www.accessdata.fda.gov/,,,master_unverified_seed | no_direct_official_product_or_family_url | no_direct_spec_candidate | no_registration_evidence | no_official_indication | priority_company | has_review_leads,Review fuzzy official product/catalog/IFU URL and attach it to product/family.
P0,90,Advance Esthetic,16,,Zemits,Abigon Pro,prod_0d1965ab30a5,REC_1022,pf_39330d006b03,EBD,Radiofrequency,LIPUS / Radiofrequency,LIPUS / Radiofrequency,unverified_seed,seed_from_workbook,0,8,0,12,12,0,0,0,0,0,https://a-estetic.mx/,https://www.accessdata.fda.gov/,,,master_unverified_seed | no_direct_official_product_or_family_url | no_direct_spec_candidate | no_registration_evidence | no_official_indication | priority_company | has_review_leads,Review fuzzy official product/catalog/IFU URL and attach it to product/family.
P0,86,Aezian,1,,aesPlla,aesPlla PLLA Filler,prod_3efc789ddb46,REC_1054,pf_6b4505e243a1,Injectables,Biostimulator,PLLA,PLLA,unverified_seed,seed_from_workbook,0,0,0,0,0,0,0,0,0,0,,,,,master_unverified_seed | no_direct_official_product_or_family_url | no_direct_spec_candidate | no_registration_evidence | no_official_indication,Cross-check product existence and core positioning against official product page.
P0,86,FacePharm Korea,1,,Etrebelle,Etrebelle 50 mg / 200 mg,prod_1d01a539c54f,REC_1055,pf_33364b989d09,Injectables,Biostimulator,PDLLA,PDLLA,unverified_seed,seed_from_workbook,0,0,0,0,0,0,0,0,0,0,,,,,master_unverified_seed | no_direct_official_product_or_family_url | no_direct_spec_candidate | no_registration_evidence | no_official_indication,Cross-check product existence and core positioning against official product page.
P0,86,Meamo Labs,2,,BEAUX,BEAUX Collagen Stimulator (PDLLA/HA),prod_159a16acc962,REC_1051,pf_e76dc61f8184,Injectables,Biostimulator,PDLLA,PDLLA,unverified_seed,seed_from_workbook,0,0,0,0,0,0,0,0,0,0,,,,,master_unverified_seed | no_direct_official_product_or_family_url | no_direct_spec_candidate | no_registration_evidence | no_official_indication,Cross-check product existence and core positioning against official product page.
P0,86,Meamo Labs,2,,BEAUY,BEAUY (PLLA 200),prod_0d06a0c20ae0,REC_1052,pf_8be75bba0996,Injectables,Biostimulator,PLLA,PLLA,unverified_seed,seed_from_workbook,0,0,0,0,0,0,0,0,0,0,,,,,master_unverified_seed | no_direct_official_product_or_family_url | no_direct_spec_candidate | no_registration_evidence | no_official_indication,Cross-check product existence and core positioning against official product page.
P0,86,USCAREPHARM,1,,ERBELLA,ERBELLA PLA PLUS AQ / EPI,prod_87053e266024,REC_1053,pf_8a67d7f07390,Injectables,Skin Booster,PLLA,PLLA,unverified_seed,seed_from_workbook,0,0,0,0,0,0,0,0,0,0,,,,,master_unverified_seed | no_direct_official_product_or_family_url | no_direct_spec_candidate | no_registration_evidence | no_official_indication,Cross-check product existence and core positioning against official product page.
P0,86,WEDERM,1,,POWER COL-TRA,POWER COL-TRA,prod_197658025e6f,REC_1050,pf_772353b84ad9,Injectables,Biostimulator,PLLA,PLLA,unverified_seed,seed_from_workbook,0,0,0,0,0,0,0,0,0,0,,,,,master_unverified_seed | no_direct_official_product_or_family_url | no_direct_spec_candidate | no_registration_evidence | no_official_indication,Cross-check product existence and core positioning against official product page.
P0,78,Medytox,9,,New Biju,Cholic Acid Lipolytic,prod_90e11f082f05,REC_0883,pf_56a0b41b7725,Injectables,Lipolytic,Lipolytic,Lipolytic,unverified_seed,seed_from_workbook,7,0,0,0,0,0,0,0,0,18,https://www.asiae.co.kr/en/article/2023121815474699090,,https://www.mk.co.kr/en/it/11424497,ce_notified_body_certificate:5,master_unverified_seed | no_direct_spec_candidate | no_registration_evidence | no_official_indication | no_reviewed_differentiator | priority_company | has_review_leads,"Review regulator/CE/FDA candidates; promote only official certificate, IFU, FDA, EUDAMED, or label evidence."
P0,72,DEKA,10,,Onda / Onda Plus,Microwave Body Contouring,prod_248a221a7e3b,REC_0516,pf_ab204ceb3a10,EBD,Body Contouring,Microwave,Microwave,official_document_cross_checked,"seed_from_workbook, official_product_document, official_product_page, upstream_report_reference_official_verification",0,8,0,10,6,4,0,0,0,0,https://dekaegypt.com/onda-plus/,https://fda.report/GUDID/08034108513270,,,no_direct_official_product_or_family_url | no_direct_spec_candidate | no_registration_evidence | no_official_indication | priority_company | has_review_leads,Review fuzzy official product/catalog/IFU URL and attach it to product/family.
P0,70,MI Medical,3,,Mesogun,Pistor 4 mesotherapy injector,prod_56495cceb0d9,REC_0787,pf_647bdda92683,Injectables,Mesotherapy,Mesotherapy,Mesotherapy,official_document_cross_checked,"seed_from_workbook, official_product_document, official_product_page",0,8,0,9,1,8,3,0,0,0,https://en.md-genesis.com/,https://en.md-genesis.com/,,,no_direct_official_product_or_family_url | no_direct_spec_candidate | no_registration_evidence | no_official_indication | no_reviewed_differentiator | has_review_leads,Review fuzzy official product/catalog/IFU URL and attach it to product/family.
P0,70,Needle Concept,4,,Mesogun,U225 mesotherapy injector,prod_d60dcbabb2e8,REC_0789,pf_6ff7c1254ad9,Injectables,Mesotherapy,Mesotherapy,Mesotherapy,official_document_cross_checked,"seed_from_workbook, official_product_document, official_product_page",0,8,0,12,12,0,0,0,0,0,https://aramedai.online/,https://www.needles-syringes.com/,,,no_direct_official_product_or_family_url | no_direct_spec_candidate | no_registration_evidence | no_official_indication | no_reviewed_differentiator | has_review_leads,Review fuzzy official product/catalog/IFU URL and attach it to product/family.
P1,66,Baz Biomedic,3,,NOVAPlus Nozzle,专用无针喷嘴 (Nozzle Kits),prod_d420cdff209c,REC_0501,pf_12143381ebda,Consumables,Disposables,Needle-Free Injector Nozzle,Needle-Free Injector Nozzle,unverified_seed,seed_from_workbook,4,0,0,0,0,0,0,0,0,0,https://www.aestheticnews.co.kr/news/articleView.html?idxno=11202,,,,master_unverified_seed | no_direct_spec_candidate | no_registration_evidence | no_official_indication,Cross-check product existence and core positioning against official product page.
P1,66,BTL,14,,Vanquish ME,Contactless Fat Reduction,prod_8f01c851e9a7,REC_0733,pf_41c650b9c137,EBD,Radiofrequency,Radiofrequency,Radiofrequency,unverified_seed,seed_from_workbook,11,0,33,0,10,23,1,0,0,15,https://btlaesthetics.com.au/for-providers/vanquishme-providers/,https://btlaesthetics.com.au/for-providers/vanquishme-providers/,https://www.consultingroom.com/treatment/btl-vanquish-me/,official_search_excerpt_spec_candidate:5; ce_notified_body_certificate:5,master_unverified_seed | no_registration_evidence | no_official_indication | no_reviewed_differentiator | priority_company | has_review_leads,"Review regulator/CE/FDA candidates; promote only official certificate, IFU, FDA, EUDAMED, or label evidence."
P1,66,BTL,14,,Vanquish ME,Non-Contact Selective RF,prod_0b9f549a22d3,REC_0870,pf_3896c3958315,EBD,Radiofrequency,Monopolar RF,Monopolar RF,unverified_seed,seed_from_workbook,13,0,36,0,11,25,1,0,0,18,https://www.biospace.com/btl-vanquish-by-b-btl-industries-b-receives-fda-clearance-for-non-surgical-circumferential-reduction-of-the-abdomen,https://btlaesthetics.com.au/for-providers/vanquishme-providers/,https://www.vitalage.hk/vanquishme-tc?lang=en,official_search_excerpt_spec_candidate:5; ce_notified_body_certificate:5,master_unverified_seed | no_registration_evidence | no_official_indication | no_reviewed_differentiator | priority_company | has_review_leads,"Review regulator/CE/FDA candidates; promote only official certificate, IFU, FDA, EUDAMED, or label evidence."
P1,66,NCRI,1,,Mosquito Needle,Carbon Nanotube Needle,prod_fa0f0d665a69,REC_0467,pf_a98ed706da45,Consumables,Needles & Cannulas,Painless Needle,Painless Needle,unverified_seed,seed_from_workbook,3,0,0,0,0,0,0,0,0,0,https://www.freepatentsonline.com/y2014/0296780.html,,,,master_unverified_seed | no_direct_spec_candidate | no_registration_evidence | no_official_indication,Cross-check product existence and core positioning against official product page.
P1,66,Reanzen,1,,Nesfill,Nesfill / Reanzen Threads,prod_785ba96d1b84,REC_0487,pf_0966f8c64f8f,Injectables,Biostimulator,PLLA,PLLA,unverified_seed,seed_from_workbook,13,0,0,0,0,0,0,0,0,0,https://bellepharm.com/fr/produit/remplissage-amende,,,,master_unverified_seed | no_direct_spec_candidate | no_registration_evidence | no_official_indication,Cross-check product existence and core positioning against official product page.
P1,62,A.A.M.S.,5,,E-Finger,无针经皮给药系统,prod_51d5bc07439c,REC_0216,pf_0b8bb5580b3d,EBD,Other EBD,Electroporation,Electroporation,unverified_seed,seed_from_workbook,5,0,4,0,0,4,0,0,0,0,https://aamsworld.com/nos-solutions/electroporation/?lang=en,https://aamsworld.com/nos-solutions/electroporation/?lang=en,,official_search_excerpt_spec_candidate:4,master_unverified_seed | no_registration_evidence | no_official_indication | no_reviewed_differentiator,Cross-check product existence and core positioning against official product page.
P1,62,ABG Lab LLC,5,,Meso-Wharton P199™,Anti-Aging & Regeneration,prod_0f21b463f349,REC_0448,pf_3dea03f4566d,Injectables,Mesotherapy,Mesotherapy,Mesotherapy,official_document_cross_checked,"seed_from_workbook, official_product_document, official_product_page, upstream_report_reference_official_verification",0,8,0,11,10,1,0,0,0,0,https://www.eco-cosmetic.com.ua/,https://www.kremnev.lv/,,,no_direct_official_product_or_family_url | no_direct_spec_candidate | no_registration_evidence | no_official_indication | has_review_leads,Review fuzzy official product/catalog/IFU URL and attach it to product/family.
P1,62,Advanced Aesthetic,4,,Algeness DF (3.5% Agarose),琼脂糖凝胶填充剂,prod_1b57ca7cffd0,REC_0024,pf_e7f24a579a93,Injectables,Dermal Filler,Agarose Gel,Agarose Gel,official_document_cross_checked,"seed_from_workbook, official_product_document, official_product_page, upstream_report_reference_official_verification",0,7,0,11,11,0,1,0,0,0,https://www.shopmed.my/,https://www.shopmed.my/,,,no_direct_official_product_or_family_url | no_direct_spec_candidate | no_registration_evidence | no_official_indication | has_review_leads,Review fuzzy official product/catalog/IFU URL and attach it to product/family.
P1,62,Advanced Aesthetic,4,,Algeness HD (1.5% Agarose),琼脂糖凝胶填充剂,prod_97f25cc5f1d3,REC_0025,pf_61d0d10e07fe,Injectables,Dermal Filler,Agarose Gel,Agarose Gel,official_document_cross_checked,"seed_from_workbook, official_product_document, official_product_page, upstream_report_reference_official_verification",0,6,0,11,2,9,1,0,0,0,https://www.algeness.com/algeness-products-safe-subdermal-fillers.html,https://temamedicina.it/algeness/,,,no_direct_official_product_or_family_url | no_direct_spec_candidate | no_registration_evidence | no_official_indication | has_review_leads,Review fuzzy official product/catalog/IFU URL and attach it to product/family.
P1,62,Advanced Aesthetic,4,,Algeness LD (1.0% Agarose),琼脂糖凝胶填充剂,prod_a9358fa5cc3f,REC_0026,pf_647c33343c9c,Injectables,Dermal Filler,Agarose Gel,Agarose Gel,official_document_cross_checked,"seed_from_workbook, official_product_document, official_product_page, upstream_report_reference_official_verification",0,8,0,0,0,0,0,0,0,0,https://www.algeness.com/algeness-products-safe-subdermal-fillers.html,,,,no_direct_official_product_or_family_url | no_direct_spec_candidate | no_registration_evidence | no_official_indication | has_review_leads,Review fuzzy official product/catalog/IFU URL and attach it to product/family.
P1,62,Aquavit Pharmaceuticals,3,,Aquagold Fine Touch,微通道注射装置,prod_18999689defb,REC_0044,pf_5b18932dccbf,Consumables,Injection Devices,Microchannel Injection Device,Microchannel Injection Device,official_document_cross_checked,"seed_from_workbook, official_product_document, official_product_page",0,8,0,7,4,3,0,0,0,0,https://aquagoldfinetouch.com/,https://www.fda.gov/,,,no_direct_official_product_or_family_url | no_direct_spec_candidate | no_registration_evidence | no_official_indication | has_review_leads,Review fuzzy official product/catalog/IFU URL and attach it to product/family.
P1,62,CMed Aesthetics,3,,ARES (AA/AK/AO/HB),Peptide Complex,prod_8da3870778e7,REC_0047,pf_92c69eb64845,Injectables,Mesotherapy,Peptide Mesotherapy,Peptide Mesotherapy,official_product_and_spec_cross_checked,"seed_from_workbook, official_product_document, official_product_page, official_spec_candidate",0,8,0,12,3,9,0,0,0,0,https://astomed.fi/english/ares-aa-anti-age.html,https://www.cmedaesthetics.com/authenticity/,,,no_direct_official_product_or_family_url | no_direct_spec_candidate | no_registration_evidence | no_official_indication | has_review_leads,Review fuzzy official product/catalog/IFU URL and attach it to product/family.
P1,62,Hyalure,2,,Exolure,Exolure Visage,prod_258534f6457e,REC_0263,pf_ea6140088145,Regenerative,Exosome,Exosome + HA,Exosome + HA,official_document_cross_checked,"seed_from_workbook, official_product_document, official_product_page",0,5,0,8,0,8,0,0,0,0,https://hyalure.com/about-us/,https://hyalure.com/about-us/,,,no_direct_official_product_or_family_url | no_direct_spec_candidate | no_registration_evidence | no_official_indication | has_review_leads,Review fuzzy official product/catalog/IFU URL and attach it to product/family.
P1,62,Juvaplus,1,,Juvapen,Juvapen Expert,prod_63f8b056df34,REC_0368,pf_795dd7be47fb,Consumables,Injection Devices,Automated Injector,Automated Injector,official_product_and_spec_cross_checked,"seed_from_workbook, official_product_document, official_product_page, official_spec_candidate",0,8,0,11,7,4,1,0,0,0,https://aestheticmed.co.uk/,https://aestheticmed.co.uk/,,,no_direct_official_product_or_family_url | no_direct_spec_candidate | no_registration_evidence | no_official_indication | has_review_leads,Review fuzzy official product/catalog/IFU URL and attach it to product/family.
P1,62,Kylane,1,,Kysense,Kysense Body HA filler,prod_a42d9b6e3f31,REC_0426,pf_b93a82f29376,Injectables,Dermal Filler,Hyaluronic Acid,Hyaluronic Acid,official_product_and_spec_cross_checked,"seed_from_workbook, official_product_document, official_product_page, official_spec_candidate",0,8,0,10,7,3,2,0,0,0,https://aestheticmed.co.uk/,https://circaskin.com/,,,no_direct_official_product_or_family_url | no_direct_spec_candidate | no_registration_evidence | no_official_indication | has_review_leads,Review fuzzy official product/catalog/IFU URL and attach it to product/family.
P1,62,Matex Lab,3,,Neauvia Organic,Intense / PEG-crosslinked HA Filler,prod_1d51b3a7d560,REC_0479,pf_98afbcca0b05,Injectables,Dermal Filler,Hyaluronic Acid,Hyaluronic Acid,official_document_cross_checked,"seed_from_workbook, official_product_document",0,8,0,11,3,8,1,0,0,0,https://beautywhale.pl/,https://www.medicalsparx.com/,,,no_direct_official_product_or_family_url | no_direct_spec_candidate | no_registration_evidence | no_official_indication | has_review_leads,Review fuzzy official product/catalog/IFU URL and attach it to product/family.
P1,62,Vaim,1,,Juvelook,Juvelook / Lenisna,prod_315b1d771ebc,REC_0370,pf_73c7c66a72cf,Injectables,Biostimulator,PDLLA,PDLLA,official_document_cross_checked,"seed_from_workbook, official_product_document, official_product_page",0,8,0,10,7,3,2,0,0,0,https://astomed.fi/,https://astomed.fi/,,,no_direct_official_product_or_family_url | no_direct_spec_candidate | no_registration_evidence | no_official_indication | has_review_leads,Review fuzzy official product/catalog/IFU URL and attach it to product/family.
