queue_id,priority,source_table,source_row_key,triage_bucket,product_id,seed_record_id,company_id,company,brand,jurisdiction,regulator,regulatory_pathway,status,registration_no,approval_date,registered_name,source_type,source_key,source_url,evidence_title,review_status,confidence,suggested_action,generated_at
registration-281,P1,registration_evidence,281,new_product_candidate_resolution,,,co_c8389fa251ed,Solta Medical,,US,FDA,510(k),Substantially Equivalent,K121515,2012-06-05,ISOLAZ 2 INTENSE PULSED LIGHT SYSTEM,official_api,fda_openfda_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K121515,K121515 · ISOLAZ 2 INTENSE PULSED LIGHT SYSTEM,manual_new_product_candidate,manual_verified_fda_new_product_candidate,"Decide promote-to-product, merge-to-existing product, or exclude/out-of-scope.",2026-06-16T16:30:07+08:00
registration-286,P1,registration_evidence,286,new_product_candidate_resolution,,,co_c8389fa251ed,Solta Medical,,US,FDA,510(k),Substantially Equivalent,K223647,2022-12-29,CLEAR+BRILLIANT TOUCH® Laser System,official_api,fda_openfda_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K223647,K223647 · CLEAR+BRILLIANT TOUCH® Laser System,manual_new_product_candidate,manual_verified_fda_new_product_candidate,"Decide promote-to-product, merge-to-existing product, or exclude/out-of-scope.",2026-06-16T16:30:07+08:00
registration-243,P1,registration_evidence,243,new_product_candidate_resolution,,,co_ef311b352c67,Venus Concept,,US,FDA,510(k),Substantially Equivalent,K111784,2011-10-07,VENUS SWAN SYSTEM,official_api,fda_openfda_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K111784,K111784 · VENUS SWAN SYSTEM,manual_new_product_candidate,manual_verified_fda_new_product_candidate,"Decide promote-to-product, merge-to-existing product, or exclude/out-of-scope.",2026-06-16T16:30:07+08:00
registration-244,P1,registration_evidence,244,new_product_candidate_resolution,,,co_ef311b352c67,Venus Concept,,US,FDA,510(k),Substantially Equivalent,K190743,2019-06-25,Venus Bliss,official_api,fda_openfda_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K190743,K190743 · Venus Bliss,manual_new_product_candidate,manual_verified_fda_new_product_candidate,"Decide promote-to-product, merge-to-existing product, or exclude/out-of-scope.",2026-06-16T16:30:07+08:00
registration-245,P1,registration_evidence,245,new_product_candidate_resolution,,,co_ef311b352c67,Venus Concept,,US,FDA,510(k),Substantially Equivalent,K191065,2020-04-01,Venus VivaTM,official_api,fda_openfda_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K191065,K191065 · Venus VivaTM,manual_new_product_candidate,manual_verified_fda_new_product_candidate,"Decide promote-to-product, merge-to-existing product, or exclude/out-of-scope.",2026-06-16T16:30:07+08:00
registration-247,P1,registration_evidence,247,new_product_candidate_resolution,,,co_ef311b352c67,Venus Concept,,US,FDA,510(k),Substantially Equivalent,K252845,2025-11-06,Venus Nova (FP-2001),official_api,fda_openfda_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K252845,K252845 · Venus Nova (FP-2001),manual_new_product_candidate,manual_verified_fda_new_product_candidate,"Decide promote-to-product, merge-to-existing product, or exclude/out-of-scope.",2026-06-16T16:30:07+08:00
registration-157,P1,registration_evidence,157,new_product_candidate_resolution,,,co_592c40ca0c6d,Wontech,,US,FDA,510(k),Substantially Equivalent,K183156,2019-04-24,V-Laser,official_api,fda_openfda_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K183156,K183156 · V-Laser,manual_new_product_candidate,manual_verified_fda_new_product_candidate,"Decide promote-to-product, merge-to-existing product, or exclude/out-of-scope.",2026-06-16T16:30:07+08:00
registration-161,P1,registration_evidence,161,new_product_candidate_resolution,,,co_592c40ca0c6d,Wontech,,US,FDA,510(k),Substantially Equivalent,K234104,2024-03-15,PICOANDY (Q-Switched Nd:YAG Laser),official_api,fda_openfda_510k,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K234104,K234104 · PICOANDY (Q-Switched Nd:YAG Laser),manual_new_product_candidate,manual_verified_fda_new_product_candidate,"Decide promote-to-product, merge-to-existing product, or exclude/out-of-scope.",2026-06-16T16:30:07+08:00
registration-8,P3,registration_evidence,8,seed_registration_verification,prod_739853cc57c1,REC_0387,co_cf401ffd51b6,Allergan,Kybella / Belkyra,CN,NMPA,Medical device registration,China NMPA clinical/review status noted by user; no approval number captured,,,,seed_workbook,workbook_nmpa_seed,,Kybella / Belkyra NMPA seed,needs_review,seed_unverified,"Verify against official regulator or certificate source, then update confidence/status.",2026-06-16T16:30:07+08:00
registration-25,P3,registration_evidence,25,seed_registration_verification,prod_061f5eef5ccc,REC_0334,co_2dac0f5dd9af,Beauty Health,HydraFacial Syndeo / Elite,CN,NMPA,Medical device registration,NMPA access confirmed by user; exact certificate pending,,,,seed_workbook,workbook_nmpa_seed,,HydraFacial Syndeo / Elite NMPA seed,needs_review,seed_unverified,"Verify against official regulator or certificate source, then update confidence/status.",2026-06-16T16:30:07+08:00
registration-1,P3,registration_evidence,1,seed_registration_verification,prod_e82970bd0f01,REC_0103,co_aa4380239c34,A.A.M.S.,Carboxy-Pen,EU,European Commission / Notified Body,CE,CE certification confirmed by user; certificate number pending,,,,seed_workbook,workbook_ce_seed,,Carboxy-Pen European Commission / Notified Body seed,needs_review,seed_unverified,"Verify against official regulator or certificate source, then update confidence/status.",2026-06-16T16:30:07+08:00
registration-2,P3,registration_evidence,2,seed_registration_verification,prod_2f91ca9586c5,REC_0126,co_aa4380239c34,A.A.M.S.,Concerto,EU,European Commission / Notified Body,CE,CE certification confirmed by user; certificate number pending,,,,seed_workbook,workbook_ce_seed,,Concerto European Commission / Notified Body seed,needs_review,seed_unverified,"Verify against official regulator or certificate source, then update confidence/status.",2026-06-16T16:30:07+08:00
registration-3,P3,registration_evidence,3,seed_registration_verification,prod_1121b71a86b2,REC_0720,co_aa4380239c34,A.A.M.S.,Ultim,EU,European Commission / Notified Body,CE,CE certification confirmed by user; certificate number pending,,,,seed_workbook,workbook_ce_seed,,Ultim European Commission / Notified Body seed,needs_review,seed_unverified,"Verify against official regulator or certificate source, then update confidence/status.",2026-06-16T16:30:07+08:00
registration-4,P3,registration_evidence,4,seed_registration_verification,prod_769aa48e85f4,REC_0537,co_9a82bf01c9b2,Across,Persnica,EU,European Commission / Notified Body,CE,NMPA Class III registration confirmed by user; certificate number pending.,,,,seed_workbook,workbook_ce_seed,,Persnica European Commission / Notified Body seed,needs_review,seed_unverified,"Verify against official regulator or certificate source, then update confidence/status.",2026-06-16T16:30:07+08:00
registration-5,P3,registration_evidence,5,seed_registration_verification,prod_5c8b3a5a2cc4,REC_0094,co_cf401ffd51b6,Allergan,BOTOX Cosmetic,EU,European Commission / Notified Body,CE,EU authorization confirmed by user; exact country/pathway pending,,,,seed_workbook,workbook_ce_seed,,BOTOX Cosmetic European Commission / Notified Body seed,needs_review,seed_unverified,"Verify against official regulator or certificate source, then update confidence/status.",2026-06-16T16:30:07+08:00
registration-7,P3,registration_evidence,7,seed_registration_verification,prod_739853cc57c1,REC_0387,co_cf401ffd51b6,Allergan,Kybella / Belkyra,EU,European Commission / Notified Body,CE,Europe authorization/market access confirmed by user; exact pathway pending,,,,seed_workbook,workbook_ce_seed,,Kybella / Belkyra European Commission / Notified Body seed,needs_review,seed_unverified,"Verify against official regulator or certificate source, then update confidence/status.",2026-06-16T16:30:07+08:00
registration-14,P3,registration_evidence,14,seed_registration_verification,prod_6b056c199235,REC_0037,co_2f32745ce2f0,Aptos,Aptos Excellence,EU,European Commission / Notified Body,CE,CE and multi-country registrations confirmed by user; certificate number pending.,,,,seed_workbook,workbook_ce_seed,,Aptos Excellence European Commission / Notified Body seed,needs_review,seed_unverified,"Verify against official regulator or certificate source, then update confidence/status.",2026-06-16T16:30:07+08:00
registration-19,P3,registration_evidence,19,seed_registration_verification,prod_18999689defb,REC_0044,co_96b22ccf36de,Aquavit Pharmaceuticals,Aquagold Fine Touch,EU,European Commission / Notified Body,CE,CE certification confirmed by user; certificate number pending,,,,seed_workbook,workbook_ce_seed,,Aquagold Fine Touch European Commission / Notified Body seed,needs_review,seed_unverified,"Verify against official regulator or certificate source, then update confidence/status.",2026-06-16T16:30:07+08:00
registration-21,P3,registration_evidence,21,seed_registration_verification,prod_2cbeab4fe2ad,REC_0453,co_96b22ccf36de,Aquavit Pharmaceuticals,Microchannel Technology,EU,European Commission / Notified Body,CE,CE certification confirmed by user; certificate number pending,,,,seed_workbook,workbook_ce_seed,,Microchannel Technology European Commission / Notified Body seed,needs_review,seed_unverified,"Verify against official regulator or certificate source, then update confidence/status.",2026-06-16T16:30:07+08:00
registration-24,P3,registration_evidence,24,seed_registration_verification,prod_061f5eef5ccc,REC_0334,co_2dac0f5dd9af,Beauty Health,HydraFacial Syndeo / Elite,EU,European Commission / Notified Body,CE,CE certification confirmed by user; certificate number pending,,,,seed_workbook,workbook_ce_seed,,HydraFacial Syndeo / Elite European Commission / Notified Body seed,needs_review,seed_unverified,"Verify against official regulator or certificate source, then update confidence/status.",2026-06-16T16:30:07+08:00
registration-27,P3,registration_evidence,27,seed_registration_verification,prod_8e5a747e9769,REC_0932,co_8bad4b58ff47,Caregen,Aquashine,EU,European Commission / Notified Body,CE,CE certification confirmed by user; certificate number pending,,,,seed_workbook,workbook_ce_seed,,Aquashine European Commission / Notified Body seed,needs_review,seed_unverified,"Verify against official regulator or certificate source, then update confidence/status.",2026-06-16T16:30:07+08:00
registration-32,P3,registration_evidence,32,seed_registration_verification,prod_b74198f776e1,REC_0823,co_0f96737d49f7,Cynosure,Potenza,EU,European Commission / Notified Body,CE,FDA / CE / KFDA-MFDS confirmed by user; CE/KFDA numbers pending.,,,,seed_workbook,workbook_ce_seed,,Potenza European Commission / Notified Body seed,needs_review,seed_unverified,"Verify against official regulator or certificate source, then update confidence/status.",2026-06-16T16:30:07+08:00
registration-34,P3,registration_evidence,34,seed_registration_verification,prod_9060828d2c15,REC_0473,co_3e66a07fd5fd,Daewoong,Nabota (Jeuveau / Nuceiva),EU,European Commission / Notified Body,CE,EMA/EU authorization confirmed by user for Nuceiva; exact number pending,,,,seed_workbook,workbook_ce_seed,,Nabota (Jeuveau / Nuceiva) European Commission / Notified Body seed,needs_review,seed_unverified,"Verify against official regulator or certificate source, then update confidence/status.",2026-06-16T16:30:07+08:00
registration-37,P3,registration_evidence,37,seed_registration_verification,prod_23d1b4d66f80,REC_0260,co_46fe72dbb25e,Dermoaroma,ExoComplex,EU,European Commission / Notified Body,CE,EU CPNP or selected Class II registration captured from user feedback; direct-injection CE not assumed.,,,,seed_workbook,workbook_ce_seed,,ExoComplex European Commission / Notified Body seed,needs_review,seed_unverified,"Verify against official regulator or certificate source, then update confidence/status.",2026-06-16T16:30:07+08:00
registration-40,P3,registration_evidence,40,seed_registration_verification,prod_55e238c32bec,REC_0364,co_dcd822423379,Evolus,Jeuveau/Nuceiva,EU,European Commission / Notified Body,CE,EMA/EU authorization confirmed by user for Nuceiva; exact number pending,,,,seed_workbook,workbook_ce_seed,,Jeuveau/Nuceiva European Commission / Notified Body seed,needs_review,seed_unverified,"Verify against official regulator or certificate source, then update confidence/status.",2026-06-16T16:30:07+08:00
registration-96,P3,registration_evidence,96,seed_registration_verification,prod_1d01a539c54f,REC_1055,co_cd0b03bc8d96,FacePharm Korea,Etrebelle,EU,European Commission / Notified Body,CE,CE certification confirmed by user; certificate number pending,,,,seed_workbook,workbook_ce_seed,,Etrebelle European Commission / Notified Body seed,needs_review,seed_unverified,"Verify against official regulator or certificate source, then update confidence/status.",2026-06-16T16:30:07+08:00
registration-44,P3,registration_evidence,44,seed_registration_verification,prod_2dc6158c17cc,REC_0805,co_2d09d05893cd,Galderma,Alluzience,EU,European Commission / Notified Body,CE,Europe authorization confirmed by user; exact number pending,,,,seed_workbook,workbook_ce_seed,,Alluzience European Commission / Notified Body seed,needs_review,seed_unverified,"Verify against official regulator or certificate source, then update confidence/status.",2026-06-16T16:30:07+08:00
registration-42,P3,registration_evidence,42,seed_registration_verification,prod_a3fda2457621,REC_0211,co_2d09d05893cd,Galderma,Dysport / Azzalure,EU,European Commission / Notified Body,CE,EMA/EU authorization confirmed by user; exact number pending,,,,seed_workbook,workbook_ce_seed,,Dysport / Azzalure European Commission / Notified Body seed,needs_review,seed_unverified,"Verify against official regulator or certificate source, then update confidence/status.",2026-06-16T16:30:07+08:00
registration-41,P3,registration_evidence,41,seed_registration_verification,prod_9e543e0b57e7,REC_0806,co_2d09d05893cd,Galderma,Relfydess,EU,European Commission / Notified Body,CE,Australia and other approvals confirmed by user; exact pathway pending,,,,seed_workbook,workbook_ce_seed,,Relfydess European Commission / Notified Body seed,needs_review,seed_unverified,"Verify against official regulator or certificate source, then update confidence/status.",2026-06-16T16:30:07+08:00
registration-50,P3,registration_evidence,50,seed_registration_verification,prod_d1a2783c56d8,REC_0395,co_4ae5806d21fa,Hugel,Letybo / Botulax,EU,European Commission / Notified Body,CE,Europe approvals confirmed by user; exact numbers pending,,,,seed_workbook,workbook_ce_seed,,Letybo / Botulax European Commission / Notified Body seed,needs_review,seed_unverified,"Verify against official regulator or certificate source, then update confidence/status.",2026-06-16T16:30:07+08:00
registration-52,P3,registration_evidence,52,seed_registration_verification,prod_f8f092fe3eff,REC_0962,co_76db60d04479,Ipsen Pharma,Alluzience,EU,European Commission / Notified Body,CE,Europe authorization confirmed by user; exact number pending,,,,seed_workbook,workbook_ce_seed,,Alluzience European Commission / Notified Body seed,needs_review,seed_unverified,"Verify against official regulator or certificate source, then update confidence/status.",2026-06-16T16:30:07+08:00
registration-60,P3,registration_evidence,60,seed_registration_verification,prod_4bda0a95d0de,REC_0772,co_e442ba681971,Merz,Xeomin / Bocouture,EU,European Commission / Notified Body,CE,EMA/EU authorization confirmed by user; exact number pending,,,,seed_workbook,workbook_ce_seed,,Xeomin / Bocouture European Commission / Notified Body seed,needs_review,seed_unverified,"Verify against official regulator or certificate source, then update confidence/status.",2026-06-16T16:30:07+08:00
registration-95,P3,registration_evidence,95,seed_registration_verification,prod_3efc789ddb46,REC_1054,co_8d1c67e9a76c,Aezian,aesPlla,KR,MFDS,Medical device approval,KFDA/MFDS to verify; public number not captured,,,,seed_workbook,workbook_mfds_seed,,aesPlla MFDS seed,needs_review,seed_unverified,"Verify against official regulator or certificate source, then update confidence/status.",2026-06-16T16:30:07+08:00
registration-6,P3,registration_evidence,6,seed_registration_verification,prod_5c8b3a5a2cc4,REC_0094,co_cf401ffd51b6,Allergan,BOTOX Cosmetic,KR,MFDS,Medical device approval,KFDA/MFDS approval confirmed by user; number pending,,,,seed_workbook,workbook_mfds_seed,,BOTOX Cosmetic MFDS seed,needs_review,seed_unverified,"Verify against official regulator or certificate source, then update confidence/status.",2026-06-16T16:30:07+08:00
registration-26,P3,registration_evidence,26,seed_registration_verification,prod_d9c1ddea77c1,REC_0319,co_5142ab0dbf29,BR Pharm,HP Cell Vitaran,KR,MFDS,Medical device approval,KFDA/MFDS confirmed by user; certificate number pending.,,,,seed_workbook,workbook_mfds_seed,,HP Cell Vitaran MFDS seed,needs_review,seed_unverified,"Verify against official regulator or certificate source, then update confidence/status.",2026-06-16T16:30:07+08:00
registration-28,P3,registration_evidence,28,seed_registration_verification,prod_8e5a747e9769,REC_0932,co_8bad4b58ff47,Caregen,Aquashine,KR,MFDS,Medical device approval,MFDS/KFDA registration confirmed by user; certificate number pending,,,,seed_workbook,workbook_mfds_seed,,Aquashine MFDS seed,needs_review,seed_unverified,"Verify against official regulator or certificate source, then update confidence/status.",2026-06-16T16:30:07+08:00
registration-29,P3,registration_evidence,29,seed_registration_verification,prod_1f3d11bdb148,REC_0196,co_889f1b55d6a5,Chaeum Pharma,DLS (Face/Body),KR,MFDS,Medical device approval,KFDA/MFDS registration confirmed by user; number pending.,,,,seed_workbook,workbook_mfds_seed,,DLS (Face/Body) MFDS seed,needs_review,seed_unverified,"Verify against official regulator or certificate source, then update confidence/status.",2026-06-16T16:30:07+08:00
registration-30,P3,registration_evidence,30,seed_registration_verification,prod_ccfdce7b6ac2,REC_0731,co_889f1b55d6a5,Chaeum Pharma,V7 (V-Seven),KR,MFDS,Medical device approval,KFDA/MFDS family-level claim captured from user feedback; certificate number pending.,,,,seed_workbook,workbook_mfds_seed,,V7 (V-Seven) MFDS seed,needs_review,seed_unverified,"Verify against official regulator or certificate source, then update confidence/status.",2026-06-16T16:30:07+08:00
registration-38,P3,registration_evidence,38,seed_registration_verification,prod_f80e1322cc26,REC_0636,co_49956498e02a,DFK Biolab,S-DNA,KR,MFDS,Medical device approval,KFDA/MFDS family-level claim captured from user feedback; certificate number pending.,,,,seed_workbook,workbook_mfds_seed,,S-DNA MFDS seed,needs_review,seed_unverified,"Verify against official regulator or certificate source, then update confidence/status.",2026-06-16T16:30:07+08:00
registration-33,P3,registration_evidence,33,seed_registration_verification,prod_7aaee3d51236,REC_0202,co_6ca0ef535c7e,Daejoo,Dr. DMA / PDRN Injection,KR,MFDS,Medical device approval,KFDA/MFDS family-level claim captured from user feedback; certificate number pending.,,,,seed_workbook,workbook_mfds_seed,,Dr. DMA / PDRN Injection MFDS seed,needs_review,seed_unverified,"Verify against official regulator or certificate source, then update confidence/status.",2026-06-16T16:30:07+08:00
registration-35,P3,registration_evidence,35,seed_registration_verification,prod_9060828d2c15,REC_0473,co_3e66a07fd5fd,Daewoong,Nabota (Jeuveau / Nuceiva),KR,MFDS,Medical device approval,KFDA/MFDS approval confirmed by user; number pending,,,,seed_workbook,workbook_mfds_seed,,Nabota (Jeuveau / Nuceiva) MFDS seed,needs_review,seed_unverified,"Verify against official regulator or certificate source, then update confidence/status.",2026-06-16T16:30:07+08:00
registration-36,P3,registration_evidence,36,seed_registration_verification,prod_1c85fe3bc0ee,REC_0532,co_2fe4e2c454a2,Dermakor,PDO / PCL Threads,KR,MFDS,Medical device approval,KFDA/MFDS registration confirmed by user; number pending.,,,,seed_workbook,workbook_mfds_seed,,PDO / PCL Threads MFDS seed,needs_review,seed_unverified,"Verify against official regulator or certificate source, then update confidence/status.",2026-06-16T16:30:07+08:00
registration-39,P3,registration_evidence,39,seed_registration_verification,prod_6d65d588bcf6,REC_0964,co_5b54a3e28f4c,Dongkook Pharma,Elravie,KR,MFDS,Medical device approval,MFDS/KFDA registration confirmed by user; certificate number pending,,,,seed_workbook,workbook_mfds_seed,,Elravie MFDS seed,needs_review,seed_unverified,"Verify against official regulator or certificate source, then update confidence/status.",2026-06-16T16:30:07+08:00
registration-97,P3,registration_evidence,97,seed_registration_verification,prod_1d01a539c54f,REC_1055,co_cd0b03bc8d96,FacePharm Korea,Etrebelle,KR,MFDS,Medical device approval,MFDS/KFDA registration confirmed by user; certificate number pending,,,,seed_workbook,workbook_mfds_seed,,Etrebelle MFDS seed,needs_review,seed_unverified,"Verify against official regulator or certificate source, then update confidence/status.",2026-06-16T16:30:07+08:00
registration-45,P3,registration_evidence,45,seed_registration_verification,prod_a8fb29b09711,REC_0291,co_3492d75b948b,GANA,GANA,KR,MFDS,Medical device approval,KFDA/MFDS registration confirmed by user; number pending.,,,,seed_workbook,workbook_mfds_seed,,GANA MFDS seed,needs_review,seed_unverified,"Verify against official regulator or certificate source, then update confidence/status.",2026-06-16T16:30:07+08:00
registration-46,P3,registration_evidence,46,seed_registration_verification,prod_776580700a03,REC_0293,co_3492d75b948b,GANA,GANA,KR,MFDS,Medical device approval,KFDA/MFDS family-level claim captured from user feedback; certificate number pending.,,,,seed_workbook,workbook_mfds_seed,,GANA MFDS seed,needs_review,seed_unverified,"Verify against official regulator or certificate source, then update confidence/status.",2026-06-16T16:30:07+08:00
registration-47,P3,registration_evidence,47,seed_registration_verification,prod_afedb735738e,REC_0294,co_0fb84bd8524b,GCS,GCS,KR,MFDS,Medical device approval,KFDA/MFDS registration confirmed by user; number pending.,,,,seed_workbook,workbook_mfds_seed,,GCS MFDS seed,needs_review,seed_unverified,"Verify against official regulator or certificate source, then update confidence/status.",2026-06-16T16:30:07+08:00
registration-43,P3,registration_evidence,43,seed_registration_verification,prod_a3fda2457621,REC_0211,co_2d09d05893cd,Galderma,Dysport / Azzalure,KR,MFDS,Medical device approval,KFDA/MFDS registration status pending,,,,seed_workbook,workbook_mfds_seed,,Dysport / Azzalure MFDS seed,needs_review,seed_unverified,"Verify against official regulator or certificate source, then update confidence/status.",2026-06-16T16:30:07+08:00
registration-48,P3,registration_evidence,48,seed_registration_verification,prod_66ecebdf04bc,REC_0775,co_7ba84b0014a0,Grand Aespio,X-Lift,KR,MFDS,Medical device approval,KFDA/MFDS registration confirmed by user; number pending.,,,,seed_workbook,workbook_mfds_seed,,X-Lift MFDS seed,needs_review,seed_unverified,"Verify against official regulator or certificate source, then update confidence/status.",2026-06-16T16:30:07+08:00
registration-49,P3,registration_evidence,49,seed_registration_verification,prod_4ae06e3d3156,REC_0353,co_d23e75f47c34,Healux,i-THREAD,KR,MFDS,Medical device approval,KFDA/MFDS registration confirmed by user; number pending.,,,,seed_workbook,workbook_mfds_seed,,i-THREAD MFDS seed,needs_review,seed_unverified,"Verify against official regulator or certificate source, then update confidence/status.",2026-06-16T16:30:07+08:00
registration-51,P3,registration_evidence,51,seed_registration_verification,prod_d1a2783c56d8,REC_0395,co_4ae5806d21fa,Hugel,Letybo / Botulax,KR,MFDS,Medical device approval,KFDA/MFDS approval confirmed by user; number pending,,,,seed_workbook,workbook_mfds_seed,,Letybo / Botulax MFDS seed,needs_review,seed_unverified,"Verify against official regulator or certificate source, then update confidence/status.",2026-06-16T16:30:07+08:00
registration-53,P3,registration_evidence,53,seed_registration_verification,prod_299ac11c38df,REC_0548,co_72cba2a2d868,ITC,PLACL,KR,MFDS,Medical device approval,KFDA/MFDS registration confirmed by user; number pending.,,,,seed_workbook,workbook_mfds_seed,,PLACL MFDS seed,needs_review,seed_unverified,"Verify against official regulator or certificate source, then update confidence/status.",2026-06-16T16:30:07+08:00
registration-55,P3,registration_evidence,55,seed_registration_verification,prod_111999385ece,REC_0619,co_f4e4e9ae4246,JDBIO,Richesse,KR,MFDS,Medical device approval,KFDA/MFDS confirmed by user; certificate number pending.,,,,seed_workbook,workbook_mfds_seed,,Richesse MFDS seed,needs_review,seed_unverified,"Verify against official regulator or certificate source, then update confidence/status.",2026-06-16T16:30:07+08:00
registration-54,P3,registration_evidence,54,seed_registration_verification,prod_2856e814e526,REC_0389,co_a56f62ebaa0a,Jaysean / J Syeon,La Pomme,KR,MFDS,Medical device approval,KFDA/MFDS confirmed by user; certificate number pending.,,,,seed_workbook,workbook_mfds_seed,,La Pomme MFDS seed,needs_review,seed_unverified,"Verify against official regulator or certificate source, then update confidence/status.",2026-06-16T16:30:07+08:00
registration-58,P3,registration_evidence,58,seed_registration_verification,prod_ee7a595768eb,REC_0143,co_488662b7def0,Koru Pharma,Crystal / Avalon,KR,MFDS,Medical device approval,KFDA/MFDS confirmed by user; certificate number pending.,,,,seed_workbook,workbook_mfds_seed,,Crystal / Avalon MFDS seed,needs_review,seed_unverified,"Verify against official regulator or certificate source, then update confidence/status.",2026-06-16T16:30:07+08:00
registration-92,P3,registration_evidence,92,seed_registration_verification,prod_159a16acc962,REC_1051,co_43e108775c56,Meamo Labs,BEAUX,KR,MFDS,Medical device approval,KFDA/MFDS to verify; public number not captured,,,,seed_workbook,workbook_mfds_seed,,BEAUX MFDS seed,needs_review,seed_unverified,"Verify against official regulator or certificate source, then update confidence/status.",2026-06-16T16:30:07+08:00
registration-93,P3,registration_evidence,93,seed_registration_verification,prod_0d06a0c20ae0,REC_1052,co_43e108775c56,Meamo Labs,BEAUY,KR,MFDS,Medical device approval,KFDA/MFDS to verify; public number not captured,,,,seed_workbook,workbook_mfds_seed,,BEAUY MFDS seed,needs_review,seed_unverified,"Verify against official regulator or certificate source, then update confidence/status.",2026-06-16T16:30:07+08:00
registration-100,P3,registration_evidence,100,seed_registration_verification,prod_a85c058406fc,TOPLINE_MEDYTOX_NEWLUX_20260530,co_35faa8063d5e,Medytox,NEWLUX,KR,MFDS,Medical device approval,MFDS/KFDA approved; certificate number pending,,,,seed_workbook,workbook_mfds_seed,,NEWLUX MFDS seed,needs_review,seed_unverified,"Verify against official regulator or certificate source, then update confidence/status.",2026-06-16T16:30:07+08:00
registration-59,P3,registration_evidence,59,seed_registration_verification,prod_90e11f082f05,REC_0883,co_35faa8063d5e,Medytox,New Biju,KR,MFDS,Medical device approval,KFDA/MFDS to verify; public number not captured,,,,seed_workbook,workbook_mfds_seed,,New Biju MFDS seed,needs_review,seed_unverified,"Verify against official regulator or certificate source, then update confidence/status.",2026-06-16T16:30:07+08:00
registration-61,P3,registration_evidence,61,seed_registration_verification,prod_28cc6470cc92,REC_0592,co_a81075e93742,N-Finders,RE: Thread,KR,MFDS,Medical device approval,KFDA/MFDS confirmed by user; certificate number pending.,,,,seed_workbook,workbook_mfds_seed,,RE: Thread MFDS seed,needs_review,seed_unverified,"Verify against official regulator or certificate source, then update confidence/status.",2026-06-16T16:30:07+08:00
registration-62,P3,registration_evidence,62,seed_registration_verification,prod_785ba96d1b84,REC_0487,co_80992039de40,Reanzen,Nesfill,KR,MFDS,Medical device approval,KFDA/MFDS registration confirmed by user; number pending.,,,,seed_workbook,workbook_mfds_seed,,Nesfill MFDS seed,needs_review,seed_unverified,"Verify against official regulator or certificate source, then update confidence/status.",2026-06-16T16:30:07+08:00
registration-63,P3,registration_evidence,63,seed_registration_verification,prod_53c8e4eddfc4,REC_0005,co_ba2cb1251142,Tentech,10Thera,KR,MFDS,Medical device approval,MFDS/KFDA registration confirmed by user; certificate number pending,,,,seed_workbook,workbook_mfds_seed,,10Thera MFDS seed,needs_review,seed_unverified,"Verify against official regulator or certificate source, then update confidence/status.",2026-06-16T16:30:07+08:00
registration-64,P3,registration_evidence,64,seed_registration_verification,prod_1410ca60fe8f,REC_0006,co_ba2cb1251142,Tentech,10Therma,KR,MFDS,Medical device approval,MFDS/KFDA registration confirmed by user; certificate number pending,,,,seed_workbook,workbook_mfds_seed,,10Therma MFDS seed,needs_review,seed_unverified,"Verify against official regulator or certificate source, then update confidence/status.",2026-06-16T16:30:07+08:00
registration-65,P3,registration_evidence,65,seed_registration_verification,prod_98861342eeb7,REC_0692,co_649e715c77ac,Tesslift,Tesslift,KR,MFDS,Medical device approval,KFDA/MFDS registration confirmed by user; number pending.,,,,seed_workbook,workbook_mfds_seed,,Tesslift MFDS seed,needs_review,seed_unverified,"Verify against official regulator or certificate source, then update confidence/status.",2026-06-16T16:30:07+08:00
registration-94,P3,registration_evidence,94,seed_registration_verification,prod_87053e266024,REC_1053,co_88f31f3ab793,USCAREPHARM,ERBELLA,KR,MFDS,Medical device approval,KFDA/MFDS to verify; public number not captured,,,,seed_workbook,workbook_mfds_seed,,ERBELLA MFDS seed,needs_review,seed_unverified,"Verify against official regulator or certificate source, then update confidence/status.",2026-06-16T16:30:07+08:00
registration-67,P3,registration_evidence,67,seed_registration_verification,prod_3da98131f9ad,REC_0721,co_fa17b94cf67d,Ultra V,Ultra V,KR,MFDS,Medical device approval,KFDA/MFDS registration confirmed by user; number pending.,,,,seed_workbook,workbook_mfds_seed,,Ultra V MFDS seed,needs_review,seed_unverified,"Verify against official regulator or certificate source, then update confidence/status.",2026-06-16T16:30:07+08:00
